song_name,artist_name,artist_id,release_date,album_name,lyrics,Category,Category Score
"Every Night (Live at Glasgow, 1979)",Wings,348424,,Concerts for the People of Kampuchea," Every night, I just want to go out Get out of my head Every day, I don't want to get up Get out of my bed Every night, I want to play out And every day, I want to do But tonight I just want to stay in and be with you,  And be with you  -oo-oo-oo-oo-oo-oo-oo- Oo--, -hmmh -oo-oo-oo-oo-oo-oo-oo- Oo-hooh, -hmmh  Every day, I lean on a lamp post I'm wasting my time Every night, I lay on a pillow I'm resting my mind Every morning brings a new day And every night, that day is through But tonight I just want to stay in and be with you,  And be with you
 -oo-oo-oo-oo-oo-oo-oo- Oo-, -hmmh, believe me mama -oo-oo-oo-oo-oo-oo-oo-oo-,  Oo-, -hmmh -oo-oo-oo-oo-oo-oo-oo- Oo--, -hmmh",neutral,-0.006412208080291748
Famous Groupies,Wings,348424,"{'year': 1978, 'month': 3, 'day': 31}",London Town ," All stand back, let the people see Take a snap of the famous groupies for me  Behold the famous groupies, they are alike as two peas And where the other goes, the other goes But though the famous groupies are only paid in rupees Nobody knows what the famous groupies know And nobody goes where the famous groupies go  There was a bongo player who kept an extra layer Of Dunlopillo mattress in his van But when the famous groupies arrived with their twin snoopies Nobody saw which way the poor boy ran As nobody does it like a famous groupie can  All stand back, let the people see Take a snap of the famous groupies for me  There was a lead guitarist who lived in Epping Forest And all he ever wanted was to blow (Who knows why but) But when the girls were with him he never lost his rhythm 'Cause nobody knows what the famous groupies know (Alright, girls?) And nobody goes where the famous groupies go
 There was the classic story of a roadie nicknamed Rory Who used to practice voodoo on the side But when the famous twosome suggested something gruesome All that they found was a crater two miles wide Which left the music business absolutely horrified  All stand back, let the people see Take a snap of the famous groupies  Ladies and gentlemen, those magnificent examples of female pulchritude and luminosity, direct from their global perambulations to the very boards of this supremely magnificent proscenium arch Ladies and gentlemen I give you, famous groupies!",neutral,-0.06972410902380943
Get on the Right Thing,Wings,348424,"{'year': 1973, 'month': 4, 'day': 30}",Red Rose Speedway," All at once, you get love on your mind And your world is as kind as a penny !  Well, you knew it all along You did the right thing Believe me it's true And it can happen to you  All at once, you get sound in your ears (Right, right) And your cloud disappears into yellow (Right, right)  Well, well, you know they were wrong Get on the right thing Yeah, you knew it all along Get on the right thing Believe me it's so Because I happen to know  Try a little love, you can't go wrong Get on the right thing (Yeah, yeah!) Get on the right thing (Hm, eh!) Get on the right thing , my little love, you can't go wrong Get on the right thing (Yeah, yeah, yeah) Get on the right thing (Yeah, yeah) Get on the right thing (Yeah) Do, get on the right thing, you
 ...   All at once, we see things in our skies (Right, right) And we both realize it together (Right, right)  Well, you know they were wrong Get on the right thing Yes, you knew it all along Get on the right thing Well believe me it's so, it's so babe Because I happen, , to know, !  Can't go wrong Get on the right thing Get on the right thing (Can't go wrong) Get on the right thing (Uh!) And try a little love, it can't go wrong Get on the right thing (Can't go wrong...) Get on the right thing Get on the right thing ... ! Get on the right thing you
  (, )  ()  (... , )  () ... !  Well, try a little love, you can't go wrong Get on the right thing (Hm, eh!) Get on the right thing (Yeah, yeah, yeah!) Get on the right thing (!) Try a little love, you can't go wrong (Get on the right thing) Get on the right thing (!) Get on the right thing Get on the right thing Get on the right thing Get on the right thing Get on the right thing Get on the right thing Get on the right thing...",positive,0.2601721652317792
Getting Closer,Wings,348424,"{'year': 1979, 'month': 6, 'day': 5}",Back to the Egg," Say you don't love him, my salamander Why do you need him?  no, don't answer,  no I'm getting closer I'm getting closer to your heart  Keeping ahead of the rain on the road Watching my windscreen wipers (Wipers) Radio, play me a danceable ode Cattle beware of snipers (Snipers) ,   When will you see me, my salamander? Now don't try to tell me  no, don't answer,  no I'm getting closer I'm getting closer to your heart  Hitting the chisel and making a joint Glueing my fingers together (Together) Radio play me a song with a point Sailor, beware of weather (Weather) , woah-
 I'm getting closer, my salamander Well, when will we be there?  no, don't answer,  no I'm getting closer I'm getting closer to your heart I'm getting closer to your heart I'm getting closer to your heart  Getting closer Closer, closer Closer, closer, closer, closer",negative,-0.48689988208934665
Girlfriend,Wings,348424,"{'year': 1978, 'month': 3, 'day': 31}",London Town ," Girlfriend, I'm gonna tell your boyfriend (Yeah) Tell him exactly what you're doing (Yeah) Tell him what you do to me Late at night, when the wind is free Girlfriend  Girlfriend, I'm gonna show your boyfriend (Yeah) Show him the letters I've been saving (Yeah) Show him how you feel inside And how love couldn't be denied, , no  We're gonna have to tell him You'll only be a girlfriend of mine  Till the river stops a-flowing Till the wind doesn't wanna blow Till the flowers stop a-growing Till my love doesn't wanna know   We're gonna have to tell him You'll only be a girlfriend of mine
 Girlfriend, we'd better tell your boyfriend (Yeah) Tell him exactly what we're doing (Yeah) Tell him what he needs to know Or he may never let you go, , no  Yes, we're gonna have to tell him You'll only be a girlfriend of mine  Till the river stops a-flowing Till the wind doesn't want to blow Till the flowers stop a-growing Till the ocean's a sea of snow Girlfriend",neutral,-0.1818892564624548
Girls’ School,Wings,348424,"{'year': 1977, 'month': 11, 'day': 11}",London Town ," Three cheers for the girls Hip, hip! (Hoorah) Hip, hip! (Hooray) Hip, hip!  Sleepyhead kid sister Lying on the floor Eighteen years and younger, boy Well, she knows what she's waiting for  Yuki's a cool school mistress She's an Oriental princess She shows films in the classroom, boy They put the paper on the windows  , what can the sisters do? , girls' school  Head nurse is Sister Scala Now she's a Spanish doll She runs a full-body outcall massage parlour From the teachers' hail
 , what can the sisters do? , girls' school  Well now, Roxanne's a woman trainer She puts the kids to bed, bed She gives them thrills in a paper cup And she knocks them on the head  , what can the sisters do? , girls' school , what can the sisters do? , girls' school  She shows films in the classroom, boy The put the paper on the windows , what can the sisters do? , girls' school",neutral,0.048166770953685045
Give Ireland Back to the Irish,Wings,348424,"{'year': 1972, 'month': 2, 'day': 25}",Wild Life (Archive Collection)," Give Ireland back to the Irish Don't make them have to take it away Give Ireland back to the Irish Make Ireland Irish today  Great Britain you are tremendous And nobody knows like me But really what are you doing In the land across the sea?  Tell me, how would you like it If on your way to work You were stopped by Irish soldiers? Would you lie down, do nothing? Would you give in, or go berserk?  Give Ireland back to the Irish Don't make them have to take it away Give Ireland back to the Irish Make Ireland Irish today  Great Britain and all the people Say that all people must be free Meanwhile, back in Ireland There's a man who looks like me
 And he dreams of God and country And he's feeling really bad And he's sitting in a prison Say, should he lie down, do nothing? Should he give in or go mad?  Give Ireland back to the Irish Don't make them have to take it away Give Ireland back to the Irish Make Ireland Irish today Give Ireland back to the Irish Don't make them have to take it away Give Ireland back to the Irish Make Ireland Irish today",neutral,-0.049231713016827904
Going to New Orleans (My Carnival),Wings,348424,"{'year': 1976, 'month': 8, 'day': 11}",Venus and Mars (Archive Collection)," Well, I'm going to New Orleans Gonna see the Mardi Gras Yes, I'm going to New Orleans Gonna see the Mardi Gras When I get there All the girls gonna know who they are  When I get to New Orleans Gonna do my thing Yes, I get to New Orleans Gonna do my thing Cause when I get there I'm gonna see the Zulu king (!)   Well, I'm going to New Orleans Gonna see the Mardi Gras Yes, I'm going to New Orleans Gonna see the Mardi Gras When all the girls get there They gonna know who they are",positive,0.26887425035238266
Go Now,Wings,348424,"{'year': 1976, 'month': 12, 'day': 10}",,"We've already said goodbye Since you've gotta go , you better go now, go now, go now, go now Before you see me crying I don't want you to tell me what you intend to do now How many times do I have to tell you, darlin' I'm still in love with you now? , , ,  We already said so long I don't want to see you go , you better go now, go now, go now, go now And don't you even try, yeah Tellin' me that you really don't wanna end up this way, yeah How many times do I have to tell you, darlin' I want you to stay? Hey, hey, hey, hey Talk about it () sing it to me!  - Yeah, yeah, yeah, yeah! () , ,  Since you've gotta go , you better go now, go now, go now, go now Before you see me crying Well, I want you to tell me what you intend to do now How many times do I have to tell you, darlin' I'm still in love with you now? , , , 
 -   I don't wanna see you go, but darlin' You better go now Yeh-hey-hey-hey-hey",negative,-0.4338509179651737
Goodnight Tonight,Wings,348424,"{'year': 1979, 'month': 3, 'day': 23}",Wingspan: Hits and History,"   , oooh  Don't get too tired for love Don't let it end Don't say goodnight to love It may never be the same again  Don't say it, don't say it Say anything, don't say goodnight tonight Don't say it, don't say it Say anything, don't say goodnight tonight Don't say it, don't say it You could say anything, but don't say goodnight tonight Don't say it, don't say it Say anything, don't say goodnight tonight Don't say it, don't say it Say anything, but don't say goodnight tonight  Don't get too tired for love Don't let it end Don't say goodnight to love (Don't say it, don't say it, don't say it Don't say goodnight tonight) It's a feeling that may never end (Don't say it, don't say it, don't say it Don't say goodnight tonight)
  Don't say it, don't say it Say anything, don't say goodnight tonight Don't say it, don't say it Say anything, don't say goodnight tonight Don't say it, don't say it You could say anything, but don't say goodnight tonight Don't say it, don't say it Don't say it Don't say goodnight tonight   (Don't say no more, don't say no more) (I say no more, I say no more) (I say no more goodnight tonight) Don't get too tired for love Don't let it end (Don't say no more) (Don't say it, don't say it, don't say it Don't say goodnight tonight) Don't say goodnight to love (Don't say it, don't say it, don't say it Don't say goodnight tonight) It may never be the same again Don't say it, don't say it Don't say anything, don't say goodnight tonight Don't say it, don't say it Don't say anything, don't say goodnight tonight",negative,-0.3559481604024768
Heart Of The Country,Wings,348424,,,"I look high, i look low I'm lookin' ev'rywhere i go Lookin' for a home in the heart of the country",neutral,-0.20754508301615715
Helen Wheels,Wings,348424,"{'year': 1973, 'month': 10, 'day': 26}",Band on the Run," Said farewell to my last hotel, it never was much kind of abode Glasgow town never brought me down when I was heading out on the road Carlisle city never looked so pretty, and the Kendal freeway's fast Slow down driver, wanna stay alive, I wanna make this journey last  Helen (Helen) Hell on wheels Ain't nobody else gonna know the way she feels Helen (Helen) Hell on wheels And they're never gonna take her away  M6 south down Liverpool, where they play the west coast sound Sailor Sam , he came from Birmingham, but he never will be found Doin' fine when a London sign greets me like a long lost friend Mister motor won't you check her out, she's gotta take me back again  Helen (Helen) Hell on wheels Ain't nobody else gonna know the way she feels Helen (Helen) Hell on wheels And they're never gonna take her away
 Got no time for a rum and lime, I wanna get my right foot down Shake some dust off of this old bus, I gotta get her out of town Spend the day upon the motorway, where the carburetors blast Slow down driver, wanna stay alive, I wanna make this journey last  Helen (Helen) Hell on wheels Ain't nobody else gonna know the way she feels Helen (Helen) Hell on wheels And they're never gonna take her away  Say bye-bye! Bye-bye! One, Two, Three, Four",negative,-0.683836130813385
Hey Diddle (Demo),Wings,348424,,Wild Life (Archive Collection),"Hey, Diddle, I want you back Diddle, I want you back Hey, Diddle, I want you back Diddle, I want you back Mmm, she can't be found But love doesn't care Doesn't care , but don't you fear The next time around She'll be there Hey, Diddle, I want you back Diddle, I want you back Hey, Diddle, I want you back Diddle, I want you back Back , I don't be long My heart isn't strong Don't be long , never fear The next time around She'll be here Hey, Diddle, I want you back Diddlе, I want you back Hey, Diddle, I want you back Diddle, I want you back Back Back, Diddlе, I want you back Back I wouldn't make her Her wooden table I wouldn't care",negative,-0.523669108748436
"Hi, Hi, Hi",Wings,348424,"{'year': 1972, 'month': 12, 'day': 1}",Red Rose Speedway," Well, when I met you at the station You were standing with a bootleg in your hand I drove you back to my little place For a taste of a multicolored band We're gonna get high, high, high The night is young I'll put you in my pocket, little mama Gonna rock it, and we've only just begun  We're gonna get hi, hi, hi With the music on We won't say bye, bye, bye, bye, bye, bye, bye, bye 'Til the night has gone I'm gonna do it to you, gonna do you sweet banana You've never been done We're gonna get hi, hi, hi In the midday sun Whoah,  Whoa, whoa,   Well, well, take off your face Recover from the trip you've been on I want you to lie on the bed Getting ready for my polygon I'm gonna do it to you, gonna do you sweet banana You've never been done Yes, and like a rabbit, gonna grab it Going to do it till the night is done
 We're gonna get hi, hi, hi With the music on We won't say bye, bye, bye, bye, bye, bye, bye, bye 'Til the night has gone I'm gonna do it to you, gonna do you sweet banana You've never been done We're gonna get hi, hi, hi We've got to get hi, hi, hi We've got to get hi, hi, hi In the midday sun  , baby , , , , ,   Hi, hi, hi Hi, hi, hi Hi, hi In the midday sun",neutral,0.19596009701490402
I Am Your Singer,Wings,348424,"{'year': 1971, 'month': 12, 'day': 7}",Wild Life," You are my love, you are my song, linger on You are my song, I am your singer You are my one, you are my own melody You are my song, I am your singer  Someday when we're singing We will fly away, going winging Sing, singing my love song to you Someday when we're singing We will fly away, going winging Sing, singing my love song to you  My song is sung When day is done harmonies will linger on I am your singer I am your singer Singing my love song to you",positive,0.2618969939649105
I Lie Around,Wings,348424,"{'year': 1973, 'month': 6, 'day': 1}",Red Rose Speedway," C'mon, it's lovely! C'mon! This the life in the country! (lovely!) I'm going for a swim Yeah! Lovely! Lovely! Lovely!  I lie around all over the place  It seems that I have no choice in the matter Roll along, wheel of fortune As you roll along, I stick around Furthermore, in the country, I will lay my burden down  I lie around I lie around I lie around all over the place All over the place All over the place All over the place  Too long (too long) have I (have I) been the heart of the matter All along (along), I was only (only) over tired and overtaken Furthermore (furthermore), in the country (the country) I will lay my burden down
 I lie around I lie around I lie around all over the place  So long, bye bye It was fun while it mattered Roll along, wheel of fortune As you roll along, I stick around Furthermore, in the country, I will lay my burden down  Yes, I lie around all over the place All over the place All over the place I lie around, around",neutral,-0.028464789502322674
I’m Carrying,Wings,348424,"{'year': 1978, 'month': 3, 'day': 31}",London Town ," By dawn's first light I'll come back to your room again With my carnation hidden by the packages I'm carrying something I'm carrying something for you  , long time no see, baby, sure has been a while And if my reappearance lacks a sense of style I'm carrying something I'm carrying something for you  I'm carrying, can't help it I'm carrying something for you  I'm carrying something I'm carrying something for you",neutral,-0.08352643251419067
I’ve Had Enough,Wings,348424,"{'year': 1978, 'month': 3, 'day': 31}",London Town ," You're talking to me from the back of the car And I can't get nothing right And then you wonder why I stand at the bar day and night  Well, I've had enough I can't put up with any more No no no no no no I've had enough I can't put up with any more No no no no no no  You stand behind me with a watch in your hand And I can't get nothing done Well people tell me you're a punctual man, but come on Come on  I've had enough I can't put up with any more No no no no no no I've had enough I can't put up with any more No no no no no no
 I earn the money and you take it away When I don't know where you're from I should be worried but they say it'll pay for a bomb  , I've had enough I can't put up with any more No no no no no no I've had enough I can't put up with any more No, no, no, no, no, no, no, no   Hey, I've had enough I can't put up with any more No, no, no I've had enough I can't put up with any more No, no, no, no, no, no  Baby, you know sometimes you get a little weary But if it ever happens honey, you just come along to me Because you know
 I-I-I've had enough I can't put up with any more No, no, no, no, no I've had enough I can't put up with any more No, no, no, no I've had enough I can't put up with any more No, no, no, no, no, no, no, no, no, no I can't put up with any more, no baby I've had enough",negative,-0.6017135375489792
I’ve Just Seen a Face,Wings,348424,,,"I've just seen a face I can't forget the time or place Where we just met she's just the girl for me And I want all the world to se we've met      dum Had it been another day I might have looked the other way And I'd have never been aware but as it is I'll dream of her tonight      dum Falling, yes I am falling And she keeps calling Me back again I have never known the likes of this I'd been alone And I have missed things and kept out of sight But other girls were never quite like this      dum Falling, yes I am falling And she keeps calling Me back again I've just seen a face I can't forget the time or place Where we just met, she's just the girl for me And I want all the world to see we've met      dum
Falling yes I am falling And she keeps calling Me back again",neutral,-0.12101670727133751
I Would Only Smile,Wings,348424,"{'year': 2018, 'month': 12, 'day': 7}",Red Rose Speedway (Archive Collection)," I'll begin my story now That you have set me free Girl, we've seen our ups and downs And always you will be  In my heart you are never very far And if I'm at any time asked if I've known love I would only smile  Smile and think of what we've had A very special thing And when sometimes I'm feeling bad I'll try remembering  All those happy days My sweet memory And if I'm at any time asked if I've known love I would only smile  And if your hand is reaching out I won't be far away We'll take our time and work it out And I would only smile, what could I say?
 In my heart you are never very far And if I'm at any time asked if I've known love I would only smile  And if your hand is reaching out I won't be far away We'll maybe be not working out But I would only smile, what could I say?  I'll begin my story now That you have set me free Girl, we've seen our ups and downs And always you will be  In my heart you are Never very far And if I'm at any time asked if I've known love I would only smile I would only smile",positive,0.3575052246451378
Jazz Street,Wings,348424,,Red Rose Speedway,,neutral,0.0
Jet,Wings,348424,"{'year': 1973, 'month': 12, 'day': 5}",Band on the Run," Jet! Jet! Jet , I can almost remember their funny faces That time you told 'em that you were gonna be marrying soon  And Jet , I thought the only lonely place was on the moon  Jet! () Jet! ()  Jet, was your father as bold as a Sergeant Major? , how come he told you that you were hardly old enough yet?  And Jet, I thought the Major was a Lady Suffragette  Jet! () Jet! ()  , mater Want Jet to always love me , mater Want Jet to always love me , mater Much later
 Jet!  And Jet, I thought the Major was a little Lady Suffragette  Jet! () Jet! ()  , mater Want Jet to always love me , mater Want Jet to always love me , mater Much later  Jet, with the wind in your hair of a thousand laces Climb on the back, and we'll go for a ride in the sky  And Jet, I thought that the Major was a little Lady Suffragette  Jet! () Jet! ()
 And Jet, you know I thought you was a little Lady Suffragette  Jet! () A little lady My little lady, yes, !",neutral,-0.055526051204651594
Junior’s Farm,Wings,348424,"{'year': 1974, 'month': 10, 'day': 25}",Wings Greatest," You should have seen me with the poker man I had a honey and I bet a grand Just in the nick of time, I looked at his hand  I was talking to an Eskimo Said he was hoping for a fall of snow When up popped a sea lion ready to go  Let's go, let's go, let's go, let's go Down to Junior's Farm where I want to lay low Low life, high life, , let's go Take me down to Junior's Farm Take me down! Take me down, Jimmy!   At the Houses of Parliament Everybody's talking about the President We all chip in for a bag of cement  Ollie Hardy should have had more sense He bought a gee-gee and he jumped the fence All for the sake for a couple of pence
 Let's go, let's go, let's go, let's go Down to Junior's Farm where I want to lay low Low life, high life, , let's go Take me down to Junior's Farm Let's go, let's go Down to Junior's Farm where I want to lay low Low life, high life, , let's go Take me down to Junior's Farm Everybody tag along Ha!  Huh, ha!  I took my bag into a grocery store The price is higher than the time before Old man asked me, ""why is it more?""  I said you should have seen me with the poker man I had a honey and I bet a grand Just in the nick of time, I looked at his hand  Let's go, let's go, let's go, let's go Down to Junior's Farm where I want to lay low (Down to Junior's Farm.) Low life, high life, , let's go Take me down to Junior's Farm.  (Down to Junior's Farm.) Let's go, let's go Down to Junior's Farm where I want to lay low (Down to Junior's Farm.) Low life, high life, , let's go Take me down to Junior's Farm  (Down to Junior's Farm.) Everybody tag along  (Everybody tag along.) Take me down to Junior's Farm right now
 Ow! , , , , , ,  Take me back Take me back I wanna go back Yeah, yeah, yeah, eh",negative,-0.5038058189675212
Lady Madonna,Wings,348424,,," Lady Madonna, children at your feet Wonder how you manage to make ends meet Who finds the money? When you pay the rent? Did you think that money was Heaven sent? Friday night arrives without a suitcase Sunday morning creep in like a nun Monday's child has learned to tie his bootlace See how they run  Lady Madonna, baby at your breast Wonder how you manage to feed the rest See how they run Lady Madonna, lying on the bed Listen to the music playing in your head  Tuesday afternoon is never ending Wednesday morning papers didn't come Thursday night you stockings needed mending See how they run  Lady Madonna, children at your feet Wonder how you manage to make ends meet",negative,-0.6093805045820773
Let ’Em In,Wings,348424,"{'year': 1976, 'month': 7, 'day': 23}",Wings at the Speed of Sound," Someone knocking at the door Somebody ringing the bell Someone's knocking at the door Somebody's ringing the bell Do me a favor Open the door, and let 'em in,  yeah Someone's knocking at the door Somebody ringing the bell Someone's knocking at the door Somebody's ringing the bell Do me a favor Open the door, let 'em in, yeah, let 'em in  Sister Suzy , brother John Martin Luther , Phil & Don Brother Michael , Auntie Jin Open the door, let 'em in,  yeah  Sister Suzy , brother John Martin Luther , Phil & Don Uncle Ernie , Auntie Jin Open the door, let 'em in,  yeah
 Someone knocking at the door Somebody ringing the bell Someone's knocking at the door Somebody ringing the bell Do me a favor Open the door, and let 'em in  yeah, yeah, let 'em in now  Sister Suzy , brother John Martin Luther, Phil & Don ,  Uncle Ernie , Uncle Ian Open the door, let 'em in,  yeah, yeah  Someone's knocking at the door Somebody ringing the bell Someone knocking at the door Somebody ringing the bell Do me a favor Open the door, and let 'em in Yeah, yeah, yeah, yeah, yeah",neutral,0.029379118233919144
Let Me Roll It,Wings,348424,"{'year': 1973, 'month': 12, 'day': 5}",Band on the Run," You gave me something, I understand You gave me loving in the palm of my hand  I can't tell you how I feel My heart is like a wheel  Let me roll it Let me roll it to you Let me roll it Let me roll it to you  I want to tell you, and now's the time I want to tell you that you're going to be mine  I can't tell you how I feel My heart is like a wheel  Let me roll it Let me roll it to you Let me roll it Let me roll it to you
 I can't tell you how I feel My heart is like a wheel  Let me roll it Let me roll it to you Let me roll it Let me roll it to you  You gave me something, I understand You gave me loving in the palm of my hand  I can't tell you how I feel My heart is like a wheel  Let me roll it Let me roll it to you Let me roll it Let me roll it to you",positive,0.34009343571960926
Let’s Love (Demo),Wings,348424,"{'year': 2014, 'month': None, 'day': None}",Venus and Mars (Archive Collection)," Well, show me You find it a pleasure to know me Tonight is the flight of the butterfly  Let's love  Come along We're on our own, yeah yeah And if nobody calls us We might spend the night on our own  Well, lover Let's be in love and discover That life is the flight of the butterfly  Let's love",positive,0.5115138795226812
Letting Go,Wings,348424,"{'year': 1975, 'month': 5, 'day': 27}",Venus and Mars," , she tastes like wine Such a human being so divine , she feels like sun Mother Nature, look at what you've done   (), I feel like letting go  (), I feel like letting go  , she looks like snow I wanna put her in a Broadway show , she'll dance and dine Like a Lucifer she'll always shine   (), I feel like letting go  (), I feel like letting go   , , 'cause I feel like letting go (Yeah)  (), I feel like letting go
 , she sings it so I want to put her on the radio One day and there you are Ladies and gentleman, a brand new star  Woah (Woah...), I feel like letting go  (), I feel like letting go",neutral,0.03276961715891957
Listen to What the Man Said,Wings,348424,"{'year': 1975, 'month': 5, 'day': 16}",Venus and Mars," All right, okay, he-he-he-heh Very good to see yo u do wn in New Orleans, man Yeah, here it is, yeah, yeah  Any time, any day You can hear the people say That love is blind Well, I don't know, but I say love is kind  Doo doo doo-roo, doo doo doo doo Doo doo doo-, doo- doo doo  Soldier boy kisses girl Leaves behind a tragic world But he won't mind He's in love and he says love is fine  Doo doo doo-roo, doo-roo doo doo Doo doo-roo   yes, indeed we know That people will find a way to go No matter what the man said And love is fine for all we know For all we know, our love will grow That's what the man said So won't you listen to what the man said? He said
 , take it away    yes, indeed we know That people will find a way to go No matter what the man said And love is fine for all we know For all we know, our love will grow That's what the man said So won't you listen to what the man said? He said  yes, indeed we know That people will find a way to go No matter what the man said And love is fine for all we know For all we know, our love will grow That's what the man said So won't you listen to what the man said? He said  The wonder of it all, baby The wonder of it all, baby The wonder of it all, baby Yeah, yeah, yeah , , ",positive,0.3846581969410181
Little Lamb Dragonfly,Wings,348424,"{'year': 1973, 'month': 4, 'day': 30}",Red Rose Speedway,"Part I: Little Lamb  I have no answer for you, little lamb I can help you out, but I cannot help you in Sometimes you think that life is hard And this is only one of them My heart is breaking for you, little lamb I can help you out, but we may never meet again                ,               Part II: Dragonfly  Dragonfly, fly by my window You and I still have a way to go Don't know why you hang around my door I don't live here any more Since you've gone (Since you've gone), I never know I go on (I go on), but I miss you so  Dragonfly, don't keep me waiting (I'm waiting, can't you see me? I'm waiting) When we try, we'll have a way to go Dragonfly, you've been away too long How did two rights make a wrong? Since you've gone (Since you've gone), I never know (I never know) I go on (I go on), but I miss you so (I miss you so) In my heart (In my heart), the feel of pain (Feel of pain) Keeps coming back again
 Dragonfly, fly by my window (I'm flying, can't you see me? I'm flying) You and I (You and I) can find a way to see (See) Dragonfly, the years ahead will show How little we really know Since you've gone (Since you've gone), it's never right (It's never right) They go on (They go on), the lonely nights (The lonely nights) Come on home (Come on home) and make it right (Make it right) Part III: Little Lamb (Reprise)  My heart is aching for you little lamb I can help you out, but I cannot help you in                             , c'mon, babe              , c'mon, babe              ...",negative,-0.4834559999095897
Little Woman Love,Wings,348424,"{'year': 1972, 'month': 5, 'day': 12}",Red Rose Speedway (Archive Collection),"I got a little woman I can really love My woman fit me like a little glove You know I'll always love My little woman love I take her home most evr'y night My woman love to hold me tight You know I feel alright My little woman mine  yeah,  yeah , , , , ,   yeah,  yeah , , , , ,  I got a little woman I can really love My woman fit me like a little glove You know I'll always love My little woman love  yeah,  yeah , , , , ,   yeah,  yeah , , , , ,  I take her home most evr'y night My woman love to hold me tight You know I feel alright My little woman mine",positive,0.40478522796183825
Live and Let Die,Wings,348424,"{'year': 1973, 'month': 6, 'day': 1}",Wings Greatest," When you were young And your heart was an open book You used to say, ""Live and let live"" ( You know you did You know you did You know you did ) But if this ever-changing world in which we're livin' Makes you give in and cry  Say live and let die (Live and let die) Live and let die ( Live and let die )   What does it matter to ya? When you got a job to do You got to do it well You gotta give the other fella hell!  You used to say live and let live ( You know you did You know you did You know you did ) But if this ever-changing world in which we're livin' Makes you give in and cry
 Say live and let die (Live and let die) Live and let die ( Live and let die )",negative,-0.5992076138500124
London Town,Wings,348424,"{'year': 1978, 'month': 3, 'day': 31}",London Town ," Walking down the sidewalk on a purple afternoon I was accosted by a barker playing a simple tune upon his flute Toot, toot, toot, toot Silver rain was falling down upon the dirty ground of London town  People pass me by on my imaginary street Ordinary people it's impossible to meet Holding conversations that are always incomplete Well, I don't know , where are there places to go? Someone, somewhere has to know I don't know  Out of work again, the actor entertains his wife With the same old stories of his ordinary life Maybe he exaggerates the trouble and the strife Well, I don't know , where are there places to go? Someone, somewhere has to know   Crawling down the pavement on a Sunday afternoon I was arrested by a rozzer wearing a pink balloon about his foot Toot, toot, toot, toot Silver rain was falling down upon the dirty ground of London town
  (, , ) , , ,  , , , oo- ,    Someone, somewhere has to know Silver rain was falling down upon the dirty ground of London town",negative,-0.41812209598720074
Long Tall Sally (Live),Wings,348424,"{'year': 1972, 'month': 8, 'day': 19}",Wings Over Europe,"Well... I'm gonna tell Aunt Mary 'bout Uncle John He says he has the blues but he has a lotta fun  baby Ye-e-e-eh baby -o-o- baby Some fun tonight I saw Uncle John with long tall Sally He saw Aunt mary cummin' and he ducked back in the alley  baby Yeah baby Wooh baby Some fun tonight Wooh Well, we're gonna have some fun tonight C'mon, have some fun tonight , everything's alright Have some fun tonight Have some fun We're gonna have some fun tonight Have some fun tonight ,  Yes, we'll have some fun Some fun tonight",neutral,0.07841161265969276
Loup (1st Indian on the Moon),Wings,348424,"{'year': 1973, 'month': 4, 'day': 30}",Red Rose Speedway," , ,  , , , , , , ,  , ,  , , , , , , ,  , ,  , , , , , , ,  , ,  , , , , , , ,  , ,  , , , , , , ,  , ,  , , , , , , ,     , ,  , , , , , , ,  , ,  , , , , , , ,  , ,  , , , , , , ,  , ,  , , , , , , ,  ",neutral,0.08697967231273651
Love in Song,Wings,348424,"{'year': 1975, 'month': 5, 'day': 16}",Venus and Mars," My heart cries out for love and all that goes with loving Love in song, love in song My, you're so fine when love is mine, I can't go wrong Love in song, love in song  I can see the places that we used to go to now Happiness in the homeland  Happiness in the homeland My eye cries out a tear stillborn, misunderstanding Love in song, love in song  I can see the places that we used to go to now Happiness in the homeland  Happiness in the homeland My, you're so fine when love is mine, I can't go wrong Love in song, love in song, love in song",positive,0.4880142551846802
Love is Strange,Wings,348424,"{'year': 1971, 'month': 12, 'day': 7}",Wild Life," Baby, love is strange Many, many people take it for a game My sweet baby, love is strange Yeah, yeah Many many people, take it for a game Yeah, yeah  Love is strange Love is strange Yeah, yeah Many many people, take it for a game Yeah, yeah Love is strange Love is strange  Many people, they don't understand They think that having love is like having money in the hand My sweet baby, love is strange Many, many people seem to take it for a game Now let me hear you sing it!  , , , , ,  Love is strange Yes it is, I don't need you to prove it to me , , , , ,  Love is strange So many people seem to take it for , , , , ,  / A game! Yeah, love is strange Said, said it is, show me , , , , ,  Love is strange  baby, baby, baby , , , , ,  Love is strange Yeah, yeah / Keep singin', keep singin' now
 ",negative,-0.30449940636754036
Lunch Box/Odd Sox,Wings,348424,"{'year': 1980, 'month': 4, 'day': 11}",Venus and Mars (Archive Collection),,neutral,0.0
