song_name,artist_name,artist_id,release_date,album_name,Lyrics
God Save Oz,John Lennon,16450,"{'year': 1971, 'month': 9, 'day': 9}",Wonsaponatime: Selections from Lennon Anthology," Okay, it goes to D and then A7 at the end now. So just remember, the street, feat, sea, Queen, okay? Shall we go then? One, okay, you're ready? One, two, three, four  Oh, God save us one and all Oh, God save us from defeat Oh, God save us from the war Oh, God save us on the street  Yeah, let's fight for people's rights Let us fight for freedom Yeah, let's fight for Mickey Mouse Let us fight for freedom  Oh, God save us one and all Oh, God save us from defeat Oh, God save us from the war Oh, God save us on the street  Yeah, let's fight for children's rights Let us fight for peacedom Yeah, let's fight for Rupert Bear Let us fight for freedom
 Oh, God save us one and all Oh, God save us from defeat Oh, God save us from the war Oh, God save us from the street Oh, God save us from defeat Oh, God save us from the sea Oh, God save us from the Queen Hey, that sounded alright!"
Going Down on Love,John Lennon,16450,"{'year': 1974, 'month': 9, 'day': 26}",Walls and Bridges," Got to get down, down on my knees Got to get down, down on my knees Doo-doo-doo-doo, doo-doo-doo-doo Going down on love Going down on love Going down, going down, going down  When the real thing goes wrong And you can't get it on And your love, she has gone And you got to carry on And you shoot out the light Ain't coming home for the night You know you got to, got to, got to pay the price  Somebody please, please help me You know I'm drowning in the sea of hatred  I got to get down, down on my knees I got to get down, down on my knees Doo-doo-doo-doo, doo-doo-doo-doo Going down on love Going down on love Going down, going down, going down
 Something precious and rare Disappears in thin air And it seems so unfair Nothing doing nowhere Well, you burn all your boats And you sow your wild oats Well, you know, you know, you know the price is right  Got to get down, down on my knees Got to get down, down on my knees Got to get down, down on my knees Got to get down, down on my knees"
Good Dog Nigel,John Lennon,16450,,In His Own Write,"Arf, Arf, he goes, a merry sight, Our little hairy friend, Arf, Arf, upon the lampost bright Arfing round the bend. Nice dog! Goo boy, Waggie tail and beg, Clever Nigel, jump for joy Because we’re putting you to sleep at three of the clock, Nigel."
Goodnight Vienna,John Lennon,16450,,,"..last night, ah-hah-hah She was so beautiful, she made me uptight, ah-hah-hah -oh gee! I'm worn out! Can we try another, can you hear what he's saying? I took my baby to a party last night, ah-hah-hah She was so beautiful, she made me uptight, ah-hah-hah Up come a butcher with her ju jus alight, ah-hah-hah It's all da-da-da-down to goodnight Vienna Felt like a bohunk but I kept up my cool, ah-hah-hah Green as a frog, man, I was back into school, ah-hah-hah Zipped up my mouth 'cause I was starting to drool, ah-hah-hah It's all da-da-da-down to goodnight Vienna Git it up! Git it up! Git it up! Git it up! It's all da-da-da-down to goodnight Vienna She said she loved me but I knew she was lying, ah-hah-hah Felt like an Arab who was dancing through Zion, ah-hah-hah Don't call no doctor when you just feel like crying, ah-hah-hah It's all da-da-da-down to goodnight Vienna
Uhuh- Git it up! Git it up! Git it up! Git it up! I took my baby to a party last night, ah-hah-hah She was so beautiful, it made me uptight, ah-hah-hah Up came a doct-- oh... (various cheering and applause)"
Grow Old with Me,John Lennon,16450,"{'year': 1984, 'month': 1, 'day': 9}",Wonsaponatime: Selections from Lennon Anthology," Grow old along with me The best is yet to be When our time has come We will be as one  God bless our love God bless our love  Grow old along with me Two branches of one tree Face the setting Sun When the day is done  God bless our love God bless our love  Spending our lives together Man and wife together World without end World without end
 Grow old along with me Whatever fate decrees We will see it through For our love is true  God bless our love God bless our love"
Halbut Returb,John Lennon,16450,"{'year': 1964, 'month': None, 'day': None}",In His Own Write,"(a play) Fourteen yearz now I halb been wading for sweet Halbut to return from the wars (little does she know Halbut Hare returbs suddenly to make an honest womb of her.) H: 'Aim home Rosebeen, from the war y'know.' R: 'Did yow git thee butter Halbot?' H: 'Ai've brort ya a negru Rosebeen from the war y'know.' R: 'For me my very own for me Halbot?' H: 'Ai was always thinking on you Razebeem my own. R: 'Show me this very negru Helbout from the war, this is really living.' H: 'No.' R: 'What strange grurth has taken you Halford, am I not your very own?'"
Happy Xmas (War Is Over) - Anthology Version,John Lennon,16450,,,"Happy Christmas, Kyoko Happy Christmas, Julian And so this is Christmas And what have you done? Another year over And a new one just begun And so this is Christmas I hope you have fun The near and the dear ones The old and the young A very merry Christmas And a happy New Year Let's hope it's a good one Without any fear And so this is Christmas (War is over) For weak and for strong (If you want it) For rich and the poor ones (War is over) The road is so long (Now) And so Happy Christmas (War is over) For black and for white (If you want it) For yellow and red ones (War is over) Let's stop all the fight (Now)
A very merry Christmas And a happy New Year Let's hope it's a good one Without any fear And so this is Christmas (War is over) And what have we done? (If you want it) Another year over (War is over) And a new one just begun (Now) And so Happy Christmas (War is over) We hope you have fun (If you want it) The near and the dear one (War is over) The old and the young (Now) A very merry Christmas And a happy New Year Let's hope it's a good one Without any fear War is over if you want it War is over now (Happy Christmas! Happy Christmas!)"
Help!,John Lennon,16450,,,"Help, I need somebody Help, not just anybody Help, you know, I need someone Help (When) When I was younger, so much younger than today (I never needed) I never needed anybody's help in any way (now) But now these days are gone, I'm not so self assured (and now I find) Now I find, I've changed my mind, I've opened up the doors Help me if you can, I'm feeling down And I do appreciate you being 'round Help me get my feet back on the ground Won't you, please, please help me? (Now) And now my life has changed in, oh, so many ways (my independent) My independent seems to vanish in the haze (but) But every now and then I feel so insecure (I know that I) I know that I just need you like I've never done before Help me if you can, I'm feeling down And I do appreciate you being 'round Help me get my feet back on the ground Won't you, please, please help me?
When I was younger, so much younger than today I never needed anybody's help in any way (now) But now these days are gone, I'm not so self assured (and now I find) Now I find, I've changed my mind, I've opened up the doors Help me if you can, I'm feeling down And I do appreciate you being 'round Help me get my feet back on the ground Won't you, please, please help me? Help me, help me"
Help Me To Help Myself,John Lennon,16450,"{'year': 1980, 'month': None, 'day': None}",," What's the matter with this thing? It's just sticking on my feets here That's going to be having these interruptions, very bad  Well, I tried so hard to stay alive But the angel of destruction Keeps on houndin' me all around But I know in my heart That we never really parted, oh no They say the Lord helps those Who help themselves So I'm asking this question In the hope that you'll be kind 'Cause I know deep inside I was never satisfied, oh no  Lord, help me Lord, help me now Please, help me, Lord, yeah, yeah, yeah Help me to help myself Help me to help myself  I say, I say it ""That's how you're gonna do it, is it? Okay"""
Henry and Harry,John Lennon,16450,,In His Own Write,"Henry was his father's son and it were time for him to leave school and go into father's business of Brummer Striving. It wert a farst dying trade which was fast dying. 'But Brummer Striving is a farst dying business, Father,' said young Henry, a young lad. His dad, Harry replied quickly. 'None of thy nonsence, Henry. All thy fathers beforehave and before even that before me were Brummers and that's a fact.' With that he pulled his stumps nearer the fire. 'Tell me again father about how you got those prize stumps was it not with a Brummer Towdry?' said young teenage Henry. 'Why do you always ask about my stumps, Son,' said Harry to Henry with a reasurring. 'Because it's a story I love to hear, Father - and besides it's not every one what has a real cripple for a father.' 'There's something in what you say, I dare say,' said Henry eyeing his son proudly; thinking. 'My son's a Brummer if I ever saw one,' and he had. 'I want to be a golfer, Dad,' said Henry hopefully without a laugh. 'You're a Brummer, Son, so get it straight,' said dad Harry. The next day Henry could not be seen or heard about the quaint little slum and dad Harry was beginning to worry. It's not like him, Mother,' he said to a right old hag who was living with them. 'Blast his hide,' said mother, with an accent. As you might have guessed, teenage young Henry had run around from home and left. 'I'll show that stump,' said Henry to himself, for there was no one with him. Well, it just so happened man that teenage young Henry could not get a golfing job anywhere especially Golfing. 'It seems I'm a born Brummer like dad Harry says I am,' said Harry quietly for no one was listening to him. So he humbled his way homeward like any other teenage Henry would who couldn't get a golfing job. He spotted the slum of his childhood and said out loud 'Crub' which put it in a nutshell. 'Mother, Mother, it's me, teenage young Henry, I'm home,' he said hopeing to be noticed. But hag mother just kept on digging as if she had not noticed him and she hadn't. 'Mother, Mother, it's me' he said repeating himself whilst thinking - 'I wonder what she's digging, it can't be the sounds man.' Still the old wretch kept on digging and also singing to herself – a song you don't often hear now a days. 'Mother, Mother,' said peristant teenage Henry, who was beginning to be a bit of a drag. 'Can't you see I'm burying Soft Harry, your father,' said hag Mother at last. 'All I wanted was a civil answer,' replied Henry assuming responsibility."
Here We Go Again,John Lennon,16450,"{'year': 1986, 'month': 11, 'day': 3}",Menlove Ave.,"Here we go again Here we go again and again Wond'rin' how it all began Wond'rin' will it ever end Round and round we go Where it's going, nobody knows Though I know we've been this place before Someone keeps on moving the door Here we go agai-ai-ai-ain Here we go agai-ain Here we go agai-ai-ai-ain Here we go agai-ain So I say hello again And nobody gives a damn And nobody wants to hold your hand Ev'ryone is an also-ran Round and round we go Where it's going, nobody knows Though I know we've seen this place before Someone keeps on moving the door Here we go agai-ai-ai-ain Here we go agai-ain Here we go agai-ai-ai-ain Here we go agai-ain
Round and round we go-oh-oh-oh Round and round we go-oh Here we go agai-ai-ai-ain Here we go agai-ain"
Hold On,John Lennon,16450,"{'year': 1970, 'month': 12, 'day': 11}",John Lennon/Plastic Ono Band," Hold on, John John, hold on, it's gonna be alright You're gonna win the fight  Hold on, Yoko Yoko, hold on, it's gonna to be alright You're gonna make the flight  When you're by yourself And there's no one else You just have yourself And you tell yourself Just to hold on  (Cookie) ( Cookie )  Hold on, world World, hold on, it's gonna be alright You're gonna see the light
 Oh, and when you're one Really one Well, you get things done Like they've never been done So, hold on"
Honey Don’t,John Lennon,16450,,,"Well how can you say you will when you won't Say you do, baby, when you don't? Let me know, honey, how you feel Tell the truth how is love real But oh well honey don't, well honey don't Honey don't, honey don't, honey don't I say you will when you won't, oh honey, don't Well I love you, baby, and you ought to know I like the way you wear your clothes If it's in a batch you were so doggone sweet You got that sand all over your feet Well sometimes I love you on a Saturday night Sunday morning you don't look right You've been out painting the town Uh baby, been stepping around"
Hound Dog,John Lennon,16450,,Live in New York City," You ain't nothing but a hound dog Crying all the time You ain't nothing but a hound dog Crying all the time You ain't never caught a rabbit And you ain't no friend of mine  Well, they said that you was high classed That was just a lie Well, they said that you was high classed That was just a lie You ain't never caught no rabbit You ain't no friend of mine   "
How?,John Lennon,16450,"{'year': 1971, 'month': 9, 'day': 9}",Imagine," How can I go forward when I don't know which way I'm facing? How can I go forward when I don't know which way to turn? How can I go forward into something I'm not sure of? Oh no, oh no  How can I have feeling when I don't know if it's a feeling? How can I feel something if I just don't know how to feel? How can I have feelings when my feelings have always been denied? Oh no, oh no  You know life can be long And you got to be so strong And the world is so tough Sometimes I feel I've had enough  How can I give love when I don't know what it is I'm giving? How can I give love when I just don't know how to give? How can I give love when love is something I ain't never had? Oh no, oh no  You know life can be long And you got to be so strong And the world, she is tough Sometimes I feel I've had enough
 How can we go forward when we don't know which way we're facing? How can we go forward when we don't know which way to turn? How can we go forward into something we're not sure of? Oh no, oh no"
How (alternate vocal),John Lennon,16450,,,"How can I go forward when I don't know which way I'm facing? How can I go forward when I don't know which way to turn? How can I go forward into something I'm not sure of? Oh no, oh no How can I have feeling when I don't know if it's a feeling? How can I feel something if I just don't know how to feel? How can I have feelings when my feelings have always been denied? Oh no, oh no You know life can be long And you got to be so strong And the world is so tough Sometimes I feel I've had enough How can I give love when I don't know what it is I'm giving? How can I give love when I just don't know how to give? How can I give love when love is something I ain't never had? Oh no, oh no You know life can be long You've got to be so strong And the world she is tough Sometimes I feel I've had enough How can we go forward when we don't know which way we're facing? How can we go forward when we don't know which way to turn? How can we go forward into something we're not sure of? Oh no, oh no"
How Do You Sleep?,John Lennon,16450,"{'year': 1971, 'month': 9, 'day': 9}",Imagine," So Sgt. Pepper took you by surprise You better see right through that mother's eyes Those freaks was right when they said you was dead The one mistake you made was in your head  Ah, how do you sleep? Ah, how do you sleep at night?  You live with straights who tell you you was king Jump when your momma tell you anything The only thing you done was yesterday And since you're gone you're just another day  Ah, how do you sleep? Ah, how do you sleep at night?   Ah, how do you sleep? Ah, how do you sleep at night?
 A pretty face may last a year or two But pretty soon they'll see what you can do The sound you make is muzak to my ears You must have learned something in all those years  Ah, how do you sleep? Ah, how do you sleep at night?"
How Do You Sleep (alternate mix),John Lennon,16450,,,"So Sgt. Pepper took you by surprise You better see right through that mother's eyes Those freaks was right when they said you was dead The one mistake you made was in your head Tell me, how do you sleep? Tell me, how do you sleep at night? You live with straights who tell you you was king Jump when your mama tell you anything The only thing you done was Yesterday And since your gone, you're just Another Day Tell me, how do you sleep at night? Tell me, how do you sleep at night? Ah, how do you sleep at night? A pretty face may last a year or two But pretty soon, they'll see what you can do The sound you make is Muzak to my ears You must have learned something in all those years Ah, how do you sleep, brother? Ah, tell me, how do you sleep at night?"
I Don’t Wanna Be A Soldier,John Lennon,16450,,,"Well, I don't want to be a soldier mama, I don't want to die Well, I don't want to be a sailor mama, I don't want to fly Well, I don't want to be a failure mama, I don't want to cry Well, I don't want to be a soldier mama, I don't want to die Oh no, oh no, oh no, oh no Well, I don't want to be a rich man mama, I don't want to cry Well, I don't want to be a poor man mama, I don't want to fly Well, I don't want to be a lawyer mama, I don't want to lie Well, I don't want to be a soldier mama, I don't want to die Oh no, oh no, oh no, oh no, hey! Well, I don't want to be a soldier mama, I don't want to die Well, I don't want to be a thief now mama, I don't want to fly Well, I don't want to be a churchman mama, I don't want to cry Well, I don't want to be a soldier mama, I don't want to die Oh no, oh no, oh no, oh no, oh no, hey! Oh well, I don't want to be a soldier mama, I don't want to die Well, I don't want to be a sailor mama, I don't want to fly Well, I don't want to be a failure mama, I don't want to cry Well, I don't want to be a soldier mama, I don't want to die Oh no, oh no, oh no, oh no, oh no"
I Don’t Wanna Be a Soldier Mama,John Lennon,16450,"{'year': 1971, 'month': 10, 'day': 8}",Imagine," Well, I don't wanna be a soldier, mama, I don't wanna die Well, I don't wanna be a sailor, mama, I don't wanna fly Well, I don't wanna be a failure, mama, I don't wanna cry Well, I don't wanna be a soldier mama, I don't wanna die Oh no, oh no, oh no, oh no  Well, I don't wanna be a rich man, mama, I don't wanna cry Well, I don't wanna be a poor man mama, I don't wanna fly Well, I don't wanna be a lawyer mama, I don't wanna lie Well, I don't wanna be a soldier mama, I don't wanna die Oh no, oh no, oh no, oh no  Well, I don't wanna be a soldier, mama, I don't wanna die Well, I don't wanna be a thief now, mama, I don't wanna fly Well, I don't wanna be a churchman, mama, I don't wanna cry Well, I don't wanna be a soldier, mama, I don't wanna die Oh no, oh no, oh no, oh no, oh no Hit it!  Oh well, I don't wanna be a soldier mama, I don't wanna die Well, I don't wanna be a sailor mama, I don't wanna fly Well, I don't wanna be a failure mama, I don't wanna cry Well, I don't wanna be a soldier mama, I don't wanna die Oh no, oh no, oh no, oh no, oh no"
I Don’t Wanna Face It,John Lennon,16450,"{'year': 1984, 'month': 1, 'day': 9}",Wonsaponatime: Selections from Lennon Anthology," Okay, run it up Okay, let's go Un... deux Ein, zwei, hickle pickle  Say you're looking for a place to go Where nobody knows your name You're looking for oblivion With one eye on the Hall of Fame  I don't want to face it, oh no I don't want to face it, no, no, no, no Well, I can dish it out But I just can't take it  Say you're looking for some peace and love Leader of a big old band You want to save humanity But it's people that you just can't stand  I don't want to face it, oh no I don't want to face it, no no, no, no Well, I can sing for my supper But I just can't make it Aw!
 Well, now you're looking for a world of truth Trying to find a better way The time has come to see yourself You always look the other way  I don't want to face it, no, no I don't want to face it, no, no, no, no Well, I can see the promised land And I know I can make it  I don't want to face it, I know I don't want to face it, oh no I don't want to face it, oh no I don't want to face it  Ow, I don't want to face it I just can't face it no more Every time I look in the mirror I don't see anybody there, woo"
I Found Out,John Lennon,16450,"{'year': 1970, 'month': 12, 'day': 11}",John Lennon/Plastic Ono Band," I told you before, stay away from my door Don't give me that brother, brother, brother, brother The freaks on the phone, won't leave me alone So don't give me that brother, brother, brother, brother No!  I, I found out! I, I found out!  Now that I showed you what I been through Don't take nobody's word what you can do There ain't no Jesus gonna come from the sky Now that I found out I know I can cry  I, I found out! I, I found out!  Some of you sitting there with your cock in your hand Don't get you nowhere, don't make you a man I heard something about my Ma and my Pa They didn't want me so they made me a star
 I, I found out! I, I found out!   Old Hare Krishna got nothing on you Just keep you crazy with nothing to do Keep you occupied with pie in the sky There ain't no guru who can see through your eyes  I, I found out! I, I found out!  I seen through junkies, I been through it all I seen religion from Jesus to Paul Don't let them fool you with dope and cocaine No one can harm you, feel your own pain  I, I found out! I, I found this out! I, I found out!"
I Know (I Know),John Lennon,16450,"{'year': 1973, 'month': 10, 'day': 29}",Mind Games," The years have passed so quickly One thing I've understood I am only learning To tell the trees from wood  I know what's coming down And I know where it's coming from And I know and I'm sorry, yes I am But I never could speak my mind  And I know just how you feel And I know now what I have done And I know, and I'm guilty, yes I am But I never could read your mind  I know what I was missing But now my eyes can see I put myself in your place As you did for me  Today, I love you more than yesterday Right now, I love you more right now
 I know what's coming down I can feel where it's coming from And I know it's getting better all the time As we share in each other's mind  Today I love you more than yesterday Right now I love you more right now  Ooh hoo, no more crying Ooh hoo, no more crying Ooh hoo, no more crying Ooh hoo, no more crying"
Imagine,John Lennon,16450,"{'year': 1971, 'month': 10, 'day': 11}",Imagine," Imagine there's no heaven It's easy if you try No hell below us Above us, only sky Imagine all the people Living for today I  Imagine there's no countries It isn't hard to do Nothing to kill or die for And no religion too Imagine all the people Living life in peace You  You may say I'm a dreamer But I'm not the only one I hope someday you'll join us And the world will be as one  Imagine no possessions I wonder if you can No need for greed or hunger A brotherhood of man Imagine all the people Sharing all the world You
 You may say I'm a dreamer But I'm not the only one I hope someday you'll join us And the world will live as one"
I’m Losing You,John Lennon,16450,"{'year': 1980, 'month': 11, 'day': 17}",The John Lennon Collection," Here in some stranger's room Late in the afternoon What am I doing here at all? Ain't no doubt about it  I'm losin' you I'm losin' you  Somehow the wires have crossed Communication's lost Can't even get you on the telephone Just got to shout about it  I'm losin' you I'm losin' you  Here in the valley of indecision I don't know what to do I feel you slipping away I feel you slipping away
 I'm losin' you I'm losin' you  Well now you say you're not getting enough But I remind you of all that bad, bad, bad stuff So what the hell am I supposed to do? Just put a Band-Aid on it? And stop the bleeding now Stop the bleeding now Well   I'm losin' you I'm losin' you  Well, well, well, I know I hurt you then But hell, that was way back when Well, do you still have to carry that cross? Don't wanna hear about it  I'm losin' you I'm losin' you Don't wanna lose you now
 Well, well Don't, don't, don't"
I’m Stepping Out,John Lennon,16450,"{'year': 1984, 'month': 1, 'day': 9}",GIMME SOME TRUTH.," One, two One, two, three, four This here is the story about a househusband who, you know, just has to get out of the house. He's been looking at the, you know, the kids for days and days; he's been watching the kitchen and screwing around watching Sesame Street till he's going crazy!  Woke up this morning, blues around my head No need to ask the reason why Went to the kitchen and lit a cigarette Blew my worries to the sky  I'm stepping out I'm stepping out I'm stepping out I'm stepping out  If it don't feel right you don't have to do it Just leave a message on the phone and tell them to screw it After all is said and done, you can't go pleasing everyone So screw it Ooh-oo-ooh  I'm stepping out I'm stepping out I'm stepping out, baby I'm stepping out
 The baby's sleeping, the cats have all been blessed Ain't nothing doing on T.V. (Summer repeats) Put on my space suit, I got to look my best I'm going out to do the city  I'm stepping out I'm stepping out I'm stepping out, babe I'm stepping out Boogie  One more  I'm stepping out, hold it down I'm stepping out I'm stepping out Gotta, gotta, gotta, gotta get out I'm stepping out, babe, just for awhile Ain't been out for days Got to do it tonight Gimme a break, gimme a break Gotta get out Gotta get out Just for awhile Just for the night I'll be in before one... or two... or three... goodbye!"
I’m the Greatest,John Lennon,16450,,,"-""Okay, okay, shall we try another one? It's the intro that we're worst on now, a bit slow isn't it?"" -""Yeah"" -""Yeah, too ...?... on the tom toms or something, about four, okay, shall we try it? Okay boys, this is it! Hey, hey one, two, three, four"" When I was a little boy Way back home in Liverpool My mama told me, I was great Then when I was a teenager I knew that I had got something going My baby told me I was great Now I'm a man A woman took me by the hand And she told me I was great I was in the greatest show on earth For what it was worth And now I'm thirty-two And all I wanna do, is boogaloo! Hey! Yeah, I look at myself in the mirror I see my wife and kids And they tell me you're great
Now let me introduce to you The one and only Billy Shears Ah, she's thirty-two And all she wants to do, is boogaloo! Hey! Hey, hey, hey, hear them say My mama told me I was great Ho! Ho! Ho! -""Let's go again, go straight from thee top Okay, oh, that's okay... bang... two, three, four!"""
"India, India (Home Recording)",John Lennon,16450,"{'year': 1980, 'month': None, 'day': None}",Signature Box (Remastered),
Instant Karma! (We All Shine On) (Evolution Mix),John Lennon,16450,,Plastic Ono Band (The Ultimate Collection),"Three, four Instant Karma's going to get you Gonna knock you right on the head You better get yourself together Pretty soon you're gonna be dead What in the world you thinking of Laughing in the face of love? What on earth you trying to do? It's up to you, yeah you Instant Karma's gonna get you Going to look you right in the face Better get yourself together, darling Join the human race How in the world you gonna see Laughing at fools like me? Who on earth do you think you are? A superstar? Well, right you are Well, we all shine on Like the moon and the stars and the sun Well, we all shine on Every one, come on
Instant Karma's gonna get you Gonna knock you off your feet Better recognize your brothers Every one you'd meet Why in the world are we here? Surely not to live in pain and fear Why on earth are you there When you're everywhere? Come and get your share Well, we all shine on Like the moon and the stars and the sun Yeah, we all shine on Come on and on and on, on, on Yeah-yeah, alright Ah-ha Ah Well, we all shine on Like the moon and the stars and the sun And we all shine on On and on and on, on and on Well, we all shine on Like the moon and the stars and the sun Well, we all shine on Like the moon and the stars and the sun
Well, we all shine on Like the moons and the stars and the sun Yeah, we all shine on Like the moon and the stars and the sun Well, we all shine on"
Introduction (By Paul McCartney),John Lennon,16450,"{'year': 1964, 'month': None, 'day': None}",In His Own Write,"INTRODUCTION At Woolton village fete I met him. I was a fat schoolboy and, as he leaned an arm on my shoulder, I realised that he was drunk. We were twelve then, but, In spite of his sideboards, we went on to become teenage pals. Aunt Mimi, who had looked after him since he was so high, used to tell me how he was cleverer than he pretended, and things like that. He had written a poem for the school magazine about a hermit who said: “as breathing is my life, to stop I dare not dare”. This made me wonder right away —“Is he deep?”. He wore glasses so it was possible, and even without them there was no holding him. “What ’bus?”, he would say to howls of appreciative laughter. He went to Quarry Bank High School for Boys and later attended to the Liverpool Art College. He left school and played with a group called the Beatles, and, here he is with a book. Again I think —“Is he deep?”. “Is he arty, with it or cultured?”. There are bound to be thickheads who will wonder why some of it doesn’t make sense, and others who will search for hidden meanings. “What’s a Brummer?”. “There’s more to ‘dubb owld boot’ than meets the eye”. “None of it has to make sense and if it seems funny then that’s enough”. Paul P.S. I like the drawings too."
Introduction of The Rolling Stones,John Lennon,16450,"{'year': 1996, 'month': 10, 'day': 14}",The Rolling Stones Rock and Roll Circus,And now... 
Intuition,John Lennon,16450,"{'year': 1973, 'month': 10, 'day': 29}",Mind Games," Hey-hey-hey Alright Hey-hey-hey Alright  My intentions are good, I use my intuition It takes me for a ride But I never understood other people's superstitions It seemed like suicide As I play the game of life I try to make it better each and every day And when I struggle in the night The magic of the music seems to light the way  Ah, intuition takes me there Intuition takes me everywhere  Well my instincts are fine I had to learn to use them in order to survive And time after time confirmed an old suspicion It's good to be alive
And when I'm deep down and out and lose communication With nothing left to say It's then I realize it's only a condition Of seeing things that way  Ah, intuition takes me there Intuition takes me anywhere Takes me anywhere, alright   Ah, intuition takes me there Intuition takes me there Intuition takes me there Intuition takes me there Intuition takes me there Intuition takes me there"
I Remember Arnold,John Lennon,16450,,In His Own Write,"I remember Kakky Hargreaves As if 'twer Yestermorn’ Kakky, Kakky Hargreaves Son of Mr. Vaughan. He used to be so grundie On him little bike Riding on a Sundie Funny little tyke Yes, I remember Kathy Hairbream As if 'twer yesterday Katthy, Kathy Hairbream Son of Mr. May Arriving at the station Always dead on time For his destination Now He's dead on line (meaning he’s been got by a train or something) And so we growt and bumply Till the end of time, Humpty dumpty bumply Son of Harry Lime.
Bumbleydy Hubledy Humbley... Bumdley Tum. (Thank you)"
I Sat Belonely,John Lennon,16450,"{'year': 1964, 'month': None, 'day': None}",In His Own Write,"I sat belonely down a tree, humbled fat and small. A little lady sing to me I couldn't see at all. I'm looking up and at the sky, to find such wondrous voice. Puzzly puzzle, wonder why, I hear but have no choice. 'Speak up, come forth, you ravel me', I potty menthol shout. 'I know you hiddy by this tree'. Dut still she won't come out. Such softly singing lulled me sleep, an hour or two or so I wakeny slow and took a peep and still no lady show. Then suddy on a little twig I thought I see a sight, A tiny little tiny pig, that sing with all it's might. 'I thought you were a lady'. I giggle, well I may, To my surprise the lady, got up - and flew away."
Isolation,John Lennon,16450,"{'year': 1970, 'month': 12, 'day': 11}",John Lennon/Plastic Ono Band," People say we've got it made Don't they know we're so afraid ? Isolation  We're afraid to be alone Everybody got to have a home Isolation  Just a boy and a little girl Tryin' to change the whole wide world Isolation  The world is just a little town Everybody trying to put us down I-Isolation  I don't expect you to understand After you've caused so much pain But then again, you're not to blame You're just a human, a victim of the insane
 We're afraid of everyone Afraid of the sun Isolation  The sun will never disappear But the world may not have many years I-Isolation"
It’s So Hard,John Lennon,16450,"{'year': 1971, 'month': 10, 'day': 11}",Imagine," You gotta live You gotta love You gotta be somebody You gotta shove But it's so hard, it's really hard Sometimes I feel like going down  You gotta eat You gotta drink You gotta feel something You gotta worry But it's so hard, it's really hard Sometimes I feel like going down  But when it's good It's really good And when I hold you in my arms baby Sometimes I feel like going down  You gotta run You gotta hide You gotta keep your woman satisfied But it's so hard, it's really hard Sometimes I feel like going down"
I Wandered,John Lennon,16450,,In His Own Write,On balmy seas and pernie schooners On strivers and warming things In a peanut coalshed clad I wandered happy as a jew To meet good Doris Fing. Past grisby trees and hulky builds Past ratters and bradder sheep In a resus baby stooped I wandered hairy as a dog To get a goobites sleep Down hovey lanes and stoney claves Down ricketts and sticklys myth In a fatty hebrew gurth I wandered humply as a sock To meet bad Bernie Smith
Jamrag (King Kong),John Lennon,16450,"{'year': 1971, 'month': 6, 'day': 6}",Some Time in New York City,Say please! Please! Please! Say Please! We take turns conducting Okay
Jealous Guy,John Lennon,16450,"{'year': 1971, 'month': 9, 'day': 9}",Imagine," I was dreamin' of the past And my heart was beating fast I began to lose control I began to lose control  I didn't mean to hurt you I'm sorry that I made you cry Oh now, I didn't want to hurt you I'm just a jealous guy  I was feelin' insecure You might not love me anymore I was shivering inside I was shivering inside  I didn't mean to hurt you I'm sorry that I made you cry Oh now, I didn't want to hurt you I'm just a jealous guy 
 I didn't mean to hurt you I'm sorry that I made you cry Oh now, I didn't want to hurt you I'm just a jealous guy  I was tryin' to catch your eyes Thought that you was tryin' to hide I was swallowing my pain I was swallowing my pain  I didn't mean to hurt you I'm sorry that I made you cry Oh now, I didn't want to hurt you I'm just a jealous guy  Watch out, I'm just a jealous guy Look out baby, I'm just a jealous guy"
Jerry Lewis Telethon,John Lennon,16450,,,"-""John and Yoko, let's hear it! John Lennon, John Lennon, Yoko! Let's hear them, let's get a bow, John Lennon, John, Yoko!"" (Audience) John! John! John! John! -""John, Yoko, John, Yoko, John, Yoko, John. I'll tell you what, oh, cool it, cool it! I would suspect that John Lennon is probably one of the wisest showman I've ever met. He knows what he's doin'! He did two things, he did two... shhhh! Please! He did two things tonight. He came here to help, one, I think this was the primary purpose of his visit. And, two, he meant to say something. I think he did both those things. He has split. Let's thank them very much!"""
Johnny B. Goode,John Lennon,16450,,Telecasts,"Deep down in Louisiana close to New Orleans Way back up in the woods among the evergreens There stood a log cabin made of earth and wood Where lived a country boy named Johnny B. Goode Who never ever learned to read or write so well But he could play a guitar just like a ringing a bell Go go Go Johnny go! Go Go Johnny go! Go Go Johnny go! Go Go Johnny go! Go Johnny B. Goode! He used to carry his guitar in a gunny sack Go sit beneath the tree by the railroad track Oh, the engineer would see him sitting in the shade Strumming with the rhythm that the drivers made The people passing by, they would stop and say Oh my, but that little country boy could play Go go Go Johnny go! Go Go Johnny go! Go Go Johnny go! Go Go Johnny go! Go Johnny B. Goode!
His mother told him ""Someday you will be a man And you will be the leader of a big ol' band Many people coming from miles around To hear you play your music when the sun go down Maybe someday your name'll be in lights Saying Johnny B. Goode tonight"" Go go Go Johnny go Go go go Johnny go Go go go Johnny go Go go go Johnny go Go Johnny B. Goode"
