song_name,artist_name,artist_id,release_date,album_name,lyrics,Category,Category Score
Comfort of Love,Paul McCartney,1601,"{'year': 2005, 'month': 8, 'day': 29}",Fine Line (EP),"There once was a time when I thought if I had a house, I'd be happy There once was a time when I thought if I had a car, I'd be made One by one I achieved my ambitions But didn't feel like I wanted to feel Didn't feel like I wanted it to feel I didn't feel like I wanted to feel I needed a comfort of love Any place and anytime I needed a comfort of love Just to get me some piece of mind, wo- I long for the time when the world is a better place, to be happy I long for the day when the people who went to sleep, will awake One by one I improved my conditions But it doesn't feel like I wanted to feel Doesn't feel like I wanted it to feel Doesn't feel like I wanted to feel I needed the comfort of love Any place and anytime I need the comfort of love To just to get me some piece of mind, wo-
I needed a comfort of love Any place and anytime I needed a comfort of love To just to get me some piece of mind Well, I needed the comfort I needed the comfort I needed the comfort of love I needed the comfort I needed the comforte",neutral,-0.12789231647426882
Coming Up,Paul McCartney,1601,"{'year': 1980, 'month': 4, 'day': 11}",McCartney II  ," You want a love to last forever One that will never fade away I wanna help you with your problem Stick around, I say  Coming up (, ) Coming up, yeah Coming up like a flower Coming up, I say ()  You want a friend you can rely on One who will never fade away And if you're searching for an answer Stick around, I say  Coming up (, ) Coming up Coming up like a flower Coming up, yeah 
 You want some peace and understanding So everybody can be free I know that we can get together We can make it, stick with me  Coming up (, ) Coming up (Can't you see?) Coming up like a flower Coming up for you and me  Coming up Coming up  Coming up Coming up, I say Coming up like a flower Coming up I feel it in my bones Yeah, yeah, yeah, yeah, yay  You want a better kind of future One that everyone can share You're not alone, we all could use it Stick around, we're nearly there
 Coming up (, ) Coming up (Everywhere) Coming up like a flower Coming up, for all to share Coming up, yeah Coming up any way Coming up like a flower Coming up",positive,0.5144518092274666
Confidante,Paul McCartney,1601,"{'year': 2018, 'month': 9, 'day': 7}",Egypt Station (Target Exclusive)," You used to be my confidante My underneath-the-staircase friend But I fell out of love with you And brought our romance to an end I played with you throughout the day And told you every secret thought Unlike my other so-called friends You stood beside me as I fought  In your reflected glory, I Could dream of shining far-off lands Where serpents turn to bits of string And played like kittens in my hand In our imaginary world Where butterflies wear army boots And stomp around the forest chanting Long lost anthems Long lost anthems  You used to be my confidante My underneath-the-staircase friend But I fell out of love with you And brought our romance to an end
I played with you throughout the day And told you every secret thought Unlike my other so-called friends You stood beside me as I fought You stood beside me as I fought  You used to be my confidante",negative,-0.3992682844400406
Coquette,Paul McCartney,1601,"{'year': 1999, 'month': 10, 'day': 4}",Run Devil Run," Hear me, why you keep fooling, little coquette? Making fun of the one who loves you? Breaking hearts you are ruling, little coquette True hearts tenderly dreaming of you  Someday you'll fall in love, as I fell in love with you Maybe the one you love will just be fooling too And when you are alone with all your regrets You know, my little coquette, I love you   Someday you'll fall in love, as I fell in love with you Maybe the one you love will just be fooling too And when you are alone with all your regrets You know, my little coquette, I love you",neutral,-0.023599656531587243
Cosmically Conscious,Paul McCartney,1601,"{'year': 1993, 'month': 4, 'day': 19}",Off the Ground," Come and be cosmically conscious Cosmically conscious with me Come and be cosmically conscious Cosmically conscious with me  Such a joy, joy Such a joy, joy Such a joy, joy Such a joy, joy Such a joy, joy Such a joy, joy Such a joy, joy Such a joy, joy Such a joy Such a joy  To be cosmically conscious Cosmically conscious with me (!) How to be cosmically conscious Cosmically conscious with me  Such a joy, joy Such a joy, joy Such a joy, joy Such a joy, joy Such a joy, joy Such a joy, joy Such a joy, joy Such a joy, joy Such a joy
 Come and be cosmically conscious Cosmically conscious with me, yeah How to be cosmically conscious Cosmically conscious with me  Such a joy, joy Such a joy, joy Such a joy, joy Such a joy, joy Such a joy, joy Such a joy, joy Such a joy, joy Such a joy, joy Such a joy () () (, yeah) (, yeah)  Such a joy, joy Such a joy, joy Such a joy, joy Such a joy, joy Such a joy, joy Such a joy, joy Such a joy, joy Such a joy, joy Such a joy",positive,0.48906029760837555
Cracking Up (Live / 1989),Paul McCartney,1601,"{'year': 1990, 'month': 11, 'day': 5}",Tripping the Live Fantastic," , yeah!  You're always barking about the money I spend You never quit screaming about paying the rent  Quit bugging me (Yeah, yeah, he's cracking up Yeah, yeah, he's cracking up Yeah, yeah, he's cracking up)  I'm crackin' up, baby",negative,-0.28298765420913696
Crackin’ Up,Paul McCartney,1601,"{'year': 1988, 'month': 10, 'day': 31}",Сно́ва в СССР (Back in the U.S.S.R.)," You're always hollerin' 'bout where I've been You're always screaming 'bout the money I spend  Quit bugging me Yeah, yeah, he's cracking up Yeah, yeah, he's cracking up  I do your laundry and your cooking too Well, what more, woman, can a man like me do?  You're bugging me Yeah, yeah, he's cracking up Yeah, yeah, he's cracking up   You're always hollering 'bout where I've been You're always screaming 'bout the money I spend  Quit bugging me Yeah, yeah, he's cracking up Yeah, yeah, he's cracking up Yeah, whoa
 I spoiled you woman a long time ago I used to cook your meals and bring 'em to your door  I'm all fed up Yeah, yeah, he's cracking up Quit bugging me Yeah, yeah, he's cracking up Yeah, yeah, he's cracking up Yeah, yeah, he's cracking up He's cracking up He's cracking up He's cracking up He's cracking up",negative,-0.5322182208765298
Cut Me Some Slack,Paul McCartney,1601,"{'year': 2012, 'month': 12, 'day': 14}",Sound City: Real To Reel," Did your mama, set me free?  mama, let me be  mama, watch me run Mama, I wanna have some fun  Well mama, don't let me down Mama, wanna go to town Yeah  If you wanna stick around, you gotta cut me some slack I'm gonna hit the road again and not come back   If you wanna stick around, you gotta cut me some slack I'm gonna hit the road again and not come back  Wooo, Wooo, Wooo,  Wooo, Wooo, Wooo,   Mama, let me be  now mother, set me free C'mon c'mon c'mon c'mon watch me run , Mama, I just want to have some fun , set me free Let me be Yeah, yeah, yeah, yeah",neutral,0.23356121964752674
Dance ’Til We’re High,Paul McCartney,1601,"{'year': 2008, 'month': 11, 'day': 24}",Electric Arguments," Winters coming It'll soon will be here If we knew what it meant We would take care Snow is falling Where the snow falls If we knew what it meant We would take care  And we would dance Light up the sky With your message, fly With your message Bells will ring out for our love  We can do it Gonna do it tonight Sing 'til we fly together Dance 'til we're high together Dance 'til we're high together  Write a letter to a new love Drop a line to a true love Winters coming It'll soon be here
If we knew what it meant We would take care Shake our heads We would be there  We would dance Light up the sky With your message, fly With your message Bells will ring out for our love  We can do it Gonna do it tonight Sing 'til we fly together Dance 'til we're high together Gonna do it tonight,  yeah  Light up the sky With your message fly With your message Bells will ring out for our love  We can do it Gonna do it tonight Sing 'til we fly together Dance 'til we're high together Dance 'til we're high together
We can do it Gonna do it tonight Sing 'til we fly together Dance 'til we're high together Gonna do it right now, ",positive,0.4872112724309166
Dance Tonight,Paul McCartney,1601,"{'year': 2007, 'month': 6, 'day': 4}",Memory Almost Full," Everybody gonna dance tonight Everybody gonna feel alright Everybody gonna dance around tonight  Everybody gonna dance around Everybody gonna hit the ground Everybody gonna dance around tonight  Well you can come on to my place if you want to You can do anything you wanna do  Everybody gonna dance tonight Everybody gonna feel alright Everybody gonna dance around tonight  Well you can come on to my place if you want to You can do anything you wanna do  Everybody gonna stamp their feet Everybody's gonna feel the beat Everybody gonna dance around tonight
  Everybody's gonna dance tonight Everybody gonna feel alright Everybody gonna dance around tonight  Everybody gonna jump and shout Everybody's gonna sing it out Everybody gonna dance around tonight  Well you can come on to my place if you want to You can do anything you wanna do  Everybody gonna dance tonight Everybody gonna feel alright Everybody gonna dance around tonight Everybody gonna dance around tonight Everybody's gonna feel alright tonight",positive,0.4550580349750817
Darkroom,Paul McCartney,1601,"{'year': 1980, 'month': 5, 'day': 16}",McCartney II  ," Got a place We can go Lights are low Let me show you to my darkroom  Come a-come along with me to my darkroom Come a-come along with me to my darkroom Come a-come along with me to my darkroom Come a-come along with me to my darkroom  come a-come a-come a-come a-come on Come a-come along Cah-cah-cah-cah-cah-cah-cah-cah-cah-cah-cah come on   Got a place We can go Lights are low Let me show you to my darkroom  Come a-come along with me to my darkroom (Got a place) Come a-come along with me to my darkroom (We can go)
 Got a place We can go Lights are low Let me show you to my darkroom  Come a-come along with me to my darkroom",positive,0.3230275195091963
Daytime Nighttime Suffering,Paul McCartney,1601,,,"What does she get for all the love she gave you There on the ladder of regrets? (Ahh) Mighty river, give her all she gets What does she get for all the love she gave you There on the ladder of regrets? Daytime nighttime suffering is all she gets Where all the prizes for the games she entered With little chance of much success? Daytime nightime suffering is all she gets Come on, river, overflow Let your love of you people show Come on, river, flow through me Let your love of your people be You are the river, I am the stream Flow mighty river through me What does it pay to play the leading lady When the like the damsel in distress Daytime nightime suffering is all she gets? No less (no less), no more (no more) No sea (no sea), no shore (no shore) No sand (no sand), no pail (no pail) No fairy tale anymore
Come on, river, flow through me Don't be stopped by insanity Come on, river, overflow Let your love for your neighbours grow You are the river, I am the stream Flow, mighty river, through me Daytime nightime suffering is all she gets, woah Daytime nightime suffering is all she gets, woah woah Daytime nightime suffering is all she gets (she gets) What does she get for all the love she gave you?",negative,-0.5897006494924426
Day Tripper,Paul McCartney,1601,,," Got a good reason for taking the easy way out Got a good reason for taking the easy way out now She was a day tripper, a one way ticket yeah It took me so long to find out, and I found out She's a big teaser, she took me half the way there She's a big teaser, she took me half the way there now She was a day tripper, a one way ticket yeah It took me so long to find out, and I found out Tried to please her, she only played one night stands Tried to please her, she only played one night stands now She was a day tripper, a Sunday driver yeah It took me so long to find out, and I found out  Day tripper Day tripper yeah Day tripper Day tripper yeah Day tripper",neutral,0.17293134098872542
Deep Deep Feeling,Paul McCartney,1601,"{'year': 2020, 'month': 12, 'day': 18}",McCartney III," You know that deep, deep feeling When you love someone so much You feel your heart's gonna burst The feeling goes from best to worst You feel your heart is gonna burst  Here in my heart () I feel a deep devotion It almost hurts () It's such a deep emotion () (, hey)  Now every time it rains It sometimes gets too much You know I feel the pain When I feel your loving touch  Emotion burns an ocean of love You've got that hot emotion Burns an ocean of love The deep, deep pain of feeling The deep, deep pain of feeling The deep, deep pain The deep, deep pain of feeling The deep, deep pain
 So intense, the joy of giving How does it feel? So immense, the thrill of living How does it feel? So intеnse, the joy of giving How does it feel? (Thе deep, deep pain) So immense, the thrill of living (, hey, , hey) How does it feel? (, hey) (, hey) (, hey) (, hey) (, hey)  Sometimes I wish it would stay Sometimes I wish it would go away Emotion Sometimes I wish it would stay Sometimes I wish it would go away Emotion Sometimes I wish it would stay Sometimes I wish it would go away Emotion Sometimes I wish it would stay Sometimes I wish it would go away Emotion Sometimes I wish it would stay (Emotion) Sometimes I wish it would go away Emotion Sometimes I wish it would stay Sometimes I wish it would go away
(, hey) (, hey)  The deep, deep pain of feeling The deep, deep pain of feeling The deep, deep pain of feeling The deep, deep pain  You know that deep, deep feeling (The deep, deep pain) When you love someone so much You feel your heart's gonna burst The feeling goes from best to worst You feel your heart is gonna burst  Sometimes I, sometimes I wish it would stay Sometimes I wish it would go away Sometimes I wish it would stay Sometimes I wish it would go away (The deep, deep pain) Sometimes I wish it would stay Sometimes I wish it would go away Sometimes I wish it would stay (The deep, deep pain) Sometimes I wish it would go away
 So intense, the joy of giving How does it feel? So immense, the thrill of living How does it feel? So intense, the joy of giving How does it feel? (The deep, deep pain) So immense, the thrill of living How does it feel?  Sometimes I wish it would stay Sometimes I wish it would go away Sometimes I wish it would stay Sometimes I wish it would go away Sometimes I wish it would stay (The deep, deep pain) Sometimes I wish it would go away Sometimes I wish it would stay Sometimes I wish it would go away Sometimes I wish it would stay Sometimes I wish it would go away Sometimes I wish it would stay And sometimes I wish it would go away Sometimes I wish it would stay Sometimes I wish it would go away Sometimes I wish it would stay Sometimes I wish it would go away Go away Go away Stay, stay, stay  You know that deep, deep feeling When you love someone so much You feel your heart's gonna burst The feeling goes from best to worst You feel your heart is gonna burst  (So intense, the joy of giving) Sometimes I wish it would stay (How does it feel?) (So immense, the thrill of living) Sometimes I wish it would go away (How does it feel?) (So intense, the joy of giving) Sometimes I wish it would stay (How does it feel?) (So immense, the thrill of living) Sometimes I wish it would go away",negative,-0.41195510553994347
Deep Down,Paul McCartney,1601,"{'year': 2020, 'month': 12, 'day': 18}",McCartney III," Gonna get deep down Wanna do it right Wanna get deep down And look around this end of town tonight  Wanna get you up Gonna take a bite Gotta let me know If we can throw a party every night  Wanna get deep down Wanna do it right Wanna get deep down And look around this end of town tonight  I wanna pick you up Gonna get a bite Gonna let me know And we can throw a party every night  Gonna get deep down Wanna do it right Wanna get deep down And look around this part of town tonight
 Wanna get deep down Wanna get deep down Wanna get deep down Wanna get deep down  Wanna get deep down I wanna do it right I wanna get deep down And look around this end of town tonight  Wanna get deep down I wanna do it right I wanna get deep down And look around this end of town tonight  I wanna pick you up Gonna get a bite Gonna let me know And we can throw a party every night  Gonna get deep down Wanna do it right I wanna get deep down And look around this part of town tonight
 I wanna get you up I wanna have a bite I wanna let you know That we can throw a party every night  Wanna get deep down Wanna do it right Wanna get deep down And look around this end of town tonight  I wanna get deep down Wanna do it right I wanna get deep down And look around this end of town tonight  Wanna get deep down Wanna get deep down Wanna get deep down Wanna get deep down  I need to talk to you I wanna talk to you Come, let me be with you tonight I need to talk to you I wanna talk to you Come, let me be with you tonight
 Wanna get deep down Wanna do it right Wanna get deep down And look around this end of town tonight  Wanna get you up (I need to talk to you) I wanna get a bite (I wanna talk to you) Gonna let me know (Come, let me be with you) If we can throw a party every night (Tonight)  I wanna pick you up I wanna get it right Gonna let me know And we can throw a party every night (Yeah, yeah, yeah)  Gonna get deep down Gonna do it right I wanna get deep down And look around this part of town tonight (Yeah)  Get deep down (Get deep down) Do it right (Wanna do it right) Get deep down Look around end of town tonight ( yeah)  Get deep down Get deep down Get deep down Get deep down  Get deep down Get deep down Get deep down Get deep down (With you) Down, down, down, down, down I wanna get deep down I wanna get deep down tonight, yeah yeah I need to talk to you I wanna talk to you Come let me be with you tonight, tonight Tonight",neutral,0.14589988365769385
Deliver Your Children,Paul McCartney,1601,,,"Well, the rain was a-failin' And the ground turned to mud I was watching all the people Running from the flood So i started to pray Though i ain't no prayin' man For the lord to come a helpin' Knowing he'd understand Deliver your children to the good good life Give'em peace and shelter and a fork and knife Shine a light in the morning and a light at night And if a thing goes wrong you'd better make it right Well, i had me a woman She was good and clean She spent all day with the washing machine But when it come to lovin' She was never around She was out getting dirty All over town Chorus Well, i was low on money And my truck broke down I was on my way to the lost and found So i took it to a dealer I said make it run Well, i ain't got no money But i got me a gun
I said you robbed me before So i'm robbing you back And if it don't put you straight It'll put you on the right track Well, i ain't no devil and i ain't no saint But i can tell a dealer by the colour of his paint Chorus If you want good eggs You gotta feed that hen And if you wanna hear some more Well, i'll sing it again",neutral,-0.2011040598154068
Demons Dance,Paul McCartney,1601,"{'year': 2013, 'month': 10, 'day': 15}",NEW (Collector’s Edition)," I can't ask you to thrill me That'd be asking too much I can't ask you to fulfill my expectations that you gave me After we first touched  But but the feeling that been building inside me Is too hard to resist  I can't wait much longer till you tell me baby There's some chance we'll get together maybe Sooner or later, I'll be in with half a chance I can't wait till I hear you tell me that you want me Till then my dreams are gonna haunt me Got my demons doing such a happy dance Hey! ! Yeah!  Exorcise my demons, cast them out today Only you can do it, make them go away Let me know you love me, tell me there's a chance I don't want to sit and watch my demons dance  Watch my demons dance Watch my demons dance  no, demons dance
 Girl I want you to do it I been waiting so long Do you have to put me through these complications When you know I try hard not to be wrong  But but the feeling that been building inside me Is too hard to resist , ,   I can't wait much longer till you tell me baby There's a chance we'll get together maybe Sooner or later, I'll be in with half a chance I can't wait till I hear you tell me that you want me Till then my dreams are gonna haunt me Got my demons doing such a happy dance Ow! Huh! Yeah!  Come on and exorcise my demons, cast them out today Only you can do it, make them go away Let me know you love me, tell me there's half a chance I can't sit around and watch those demons dance
 Watch my demons dance Watch my demons dance  Demons dance Demons dance Demons dance Demons dance Ow!",negative,-0.5122031324232618
Despite Repeated Warnings,Paul McCartney,1601,"{'year': 2018, 'month': 9, 'day': 7}",Egypt Station (Target Exclusive),"Part I  Despite repeated warnings Of dangers up ahead The captain won't be listening To what's being said  He feels that there's a good chance That we have been misled And so the captain's planning To steam ahead  What can we do? What can we do? What can we do to stop this foolish plan going through? What can we do? What can we do? (Yeah, yeah!) This man is bound to lose his ship and his crew  Despite repeated warnings From those who ought to know Well, he's got his own agenda And so he'll go  ( What can we do? ) Those who shout the loudest ( What can we do? ) May not always be the smartest ( What can we do? ) But they have their proudest moments Right before they fall ( What can we do? ) Red sky in the morning ( What can we do? ) Doesn't ever seem to faze him ( What can we do? ) But a sailor's warning signal Should concern us all, whoa-
Part II  How can we stop him? Grab the keys and lock him up If we can do it We can save the day  The engineer lives with his wife and daughter, Janet But he misses them so Although he's working with the best crew on the planet ( We're the best crew on the planet! ) They never want him to go  He had a premonition He senses something's wrong And by his own admission He knew it all along  The captain's crazy But he doesn't let them know it He'll take us with him If we don't do something soon to slow it
 How can we stop him? Grab the keys and lock him up If we can do it We can save the day  Below decks, the engineer cries The captain's gonna leave us when the temperatures rise The needle's going up, the engine's gonna blow And we are gonna be left down below Down below Part III   Yes, we can do it Yeah, we can do it now Yes, we can do it   Yes, we can do it Yeah, we can do it now Yes, we can do it Yeah, we can do it now Yes, we can do it Yeah, we can do it now  yeah
 If life would work out the way you plan it That'd be so fine for the wife and Janet Sometimes you might have to battle through it And that's the way you learn how you've got to do it  Yes, we can do it, whoa- Yes, we can do it, whoa--whoa Yes, we can do it, whoa--whoa Yes, we can do it, whoa--whoa Part I reprise  Despite repeated warnings Of dangers up ahead Well, the captain wasn't listening To what was said  ( What can we do? ) (For those who shout the loudest) So we went to the captain ( What can we do? ) (May not always be the smartest) And we told him to turn around ( What can we do? ) (But they have their proudest moments) But he laughs in our faces (Right before they fall) Says that we are mistaken ( What can we do? ) (Red sky in the morning) So we gather around him ( What can we do? ) (Doesn't ever seem to faze him) Now the ropes that have bound him ( What can we do? ) (But a sailor's warning signal) Prove that he should have listened (Should concern us all) To the will of the people It's the will of the people It's the will of the people",negative,-0.3881313482609888
Distractions,Paul McCartney,1601,"{'year': 1989, 'month': 6, 'day': 5}",Flowers in the Dirt," What is this thing in life that persuades me to spend Time away from you? If you can answer this, you can have the moon This is the place to be, any way you can see There's a lovely view Why are there always so many other things to do?  Distractions, like butterflies are buzzing 'round my head When I'm alone, I think of you And the life we'd lead if we could only be free From these distractions  The postman's at the door While the telephone rings on the kitchen wall Pretend we're not at home and they'll disappear I want to be with you, tell me what I can do Nothing is too small Away from all this jazz we could do anything at all  Distractions, like butterflies are buzzing around my head When I'm alone, I think of you And the things we'd do if we could only be through With these distractions
  I'll find the peaceful place Far away from the noise of a busy day Where we can spend our nights Counting shooting stars  Distractions, like butterflies are buzzing around my head When I'm alone I think of you And the things we'd do if we could only be through With these distractions  Like butterflies are buzzing around my head When I'm alone, I think of you And the life we'd lead if we could only be free From these distractions",neutral,0.013390667736530304
Do It Now,Paul McCartney,1601,"{'year': 2018, 'month': 9, 'day': 7}",Egypt Station (Target Exclusive)," Got the time, the inclination I have answered your invitation I'll be leaving in the morning Watch me go  I don't know where the wind is blowing Got directions to where I'm going Nothing's certain That's the only thing I know  Do it now, do it now while the vision is clear Do it now while the feeling is here If you leave it too late, it could all disappear Do it now while your vision is clear  Do-do-doo, do-do-doo Do-do-doo, do-do-do Do-do-doo-, doo-  I don't regret the steps I'm taking The decision that I'm making Is the right one Or I'm never going to know
 Got the time, the inclination ( It's not too late, late, late ) I have answered your invitation ( You've still got time, time, time ) I'll be leaving in the morning ( Follow the beat of ) Watch me go ( Your heart, heart, heart )  So do it now, do it now while your vision is clear Do it now while the feeling is here If you leave it too late, it could all disappear Do it now while your vision is clear  Do-do-doo, do-do-do-do-doo Do-do-doo, do-do-do-do-doo Do-do-doo, do-do-doo, do-do-doo",negative,-0.26811423152685165
Dominoes,Paul McCartney,1601,"{'year': 2018, 'month': 9, 'day': 7}",Egypt Station (Target Exclusive)," In time, we'll know it's all a show It's been a blast As time goes by, we'll laugh and cry It's in the past  We can start to begin Living in the world we're in  From day to day, we'll fight and play For what we need We'll soon forget we ever met And disagreed  We can start to begin (To begin) Living in the world we're in (World we're in) This is it (This is it), here and now (Here and now) We can find our way Somehow  And lines of dominoes are falling Into place, ignoring everything in their way And all the telephones are calling Constantly, imploring us to come out and play
 And soon we'll see that you and me We're really friends We broke the code and walked the road That never ends  We can start to begin (To begin) Living in the world we're in (World we're in) This is it (This is it), here and now (Here and now) We can find our way Somehow  And lines of dominoes are falling Into place, ignoring everything in their way And all the telephones keep calling Constantly, imploring us to come out and play Hey-hey, hey-hey  We'll take our turn and try to learn To sing and dance We'll hedge our bets with no regrets And take a chance
 We can start to begin (To begin) Living in the world we're in (World we're in) This is it (This is it), here and now (Here and now) We can find our way Somehow  And lines of dominoes are falling Into place, ignoring everything in their way And all the telephones keep calling Constantly, imploring us to come out and play Hey-hey, yay-yay  In time, we'll know it's all a show It's been a blast",neutral,0.11360501249631245
Don’t Be Careless Love,Paul McCartney,1601,"{'year': 1989, 'month': 6, 'day': 5}",Flowers in the Dirt," Burn the midnight lamp down until the dawn I'll keep watch until I'm sure you're coming home Shadows play and flicker on the bedroom wall They turn into a bad dream overnight Something could be terribly wrong  Don't be careless love (Don't be careless love) (Don't be, don't be careless) (Don't be, don't be careless love) In my dream you're running nowhere Every step you've taken turns to glue Walking down a spiral staircase Falling through, falling through Don't be careless love Be careless love  The lamp burns down and out I'm getting pretty tired of this I feel so bad, something might be going amiss I won't be there so look out for yourself You're getting in deep whatever you do Don't let me go back to sleep
 Don't be careless love (Don't be careless love) (Don't be, don't be careless) (Don't be, don't be careless love) Saw your face in the morning paper Saw your body rolled up in a rug Chopped up into two little pieces By some thug Don't be careless love Be careless love  But in the morning light When I wake up again You're by my side and that's the way it's always been But in the dark your mind plays funny tricks on you Your mind plays funny tricks on you Your mind plays funny tricks on you Don't be careless love",negative,-0.6232383080447713
Don’t Break The Promises,Paul McCartney,1601,,,"Take my life but don't throw it all away, don't break the promise that you made today Take my heart but if you're not gonna stay, don't break the promise that you made today , don't break the promise that you made today If you don't mean to keep your word, well, you better be heading down the road Cause I can't, I can't stand it if we don't love life all you gonna do is tell me goodbye Take my life but don't throw it all away, don't break the promise that you made today , take my heart but don't lose it on the way, , don't break the promise that you made today (don't break the promise) don't break the promise that you made today Kiss it goodbye, (kiss it) walk if you don't want all, all of my loving You know what you can do, baby, kiss it goodbye. (kiss it, kiss it) yeah, yeah , take my heart but don't throw it, don't throw it all away , don't break the promise that you made today (don't break the promise) don't break the promise that you made today No, no, no, don't break the promise that you made today No, no, don't break the promise that you made today",negative,-0.3451090318461259
Don’t Cry Baby (Outtake),Paul McCartney,1601,"{'year': 2011, 'month': 6, 'day': 13}",McCartney (Archive Collection),,neutral,0.0
Don’t Get Around Much Anymore,Paul McCartney,1601,"{'year': 1988, 'month': 10, 'day': 31}",Сно́ва в СССР (Back in the U.S.S.R.)," Well...  I missed the Saturday dance I might have gone, but what for? It's awfully different without you Don't get around much anymore  But I thought I'd visit the club I got as far as the door They'd have asked me about you Don't get around much anymore  , darling I guess my mind's more at ease But nevertheless, why bring back memo- Why bring back memo-, why bring back memories?  Been invited on dates Heard they crowded the floor Couldn't bear it without you Don't get around much anymore
  , darling I guess My mind's more at ease But nevertheless Why bring back memo-, why bring backmemo- Why bring back memories  I thought I'd visit the club I got as far as the door They'd have asked me about you Don't get around much anymore ",negative,-0.3461567312479019
Don’t Let the Sun Catch You Crying (Live / 1989),Paul McCartney,1601,"{'year': 1990, 'month': 11, 'day': 5}",Tripping the Live Fantastic,"Don't let the sun catch you cryin' Cryin' on my front door You done daddy dirty now And honey he ain't gonna love you no more And don't let the sun catch you cryin' Cryin' on my front door You done daddy dirty now And honey he ain't gonna love you no more Well you can cry, cry, cry, cry  now baby, you can wail Yo can bang your little head on the pavement Till the man comes and throws you in jail Cryin' on my front door You done daddy dirty now Yeah and honey he ain't gonna love you no more Well you can cry, cry, cry, cry  now baby, baby you can wail You can bang your hear on that hard hard pavement Till the man comes and throws you in jail Cryin' on my front door You done daddy dirty now And honey he ain't gonna love you no more
Yeah, you know you done him dirty now You know you done him dirty And I just can't love you no more",negative,-0.5940196809824556
Don’t Stop Running,Paul McCartney,1601,"{'year': 2008, 'month': 11, 'day': 24}",Electric Arguments," Modern day Silent lovers Angels smiling Silent lovers Angels smiling It's our hearts, it's our hearts Modern day  Silent lover Silent lover Angels smiling Don't stop running Silent lover Silent lover Don't stop running Don't stop running now  Modern day Silent lovers Angels smiling Silent lover Silent lover Angels smiling Don't stop running Silent lover Silent lover Don't stop running Don't stop running Don't stop running Don't stop running Don't stop running now
 Silent lover Silent lover Angels smiling Don't stop running Silent lover Silent lover Don't stop running Don't stop running Don't stop running Don't stop running",neutral,-0.159205611795187
Down to the River,Paul McCartney,1601,"{'year': 1993, 'month': 2, 'day': 22}",Off the Ground,"Now take me down to the river Baby, take me down to the river You can take me down to the river Where the waters flow,  yeah Down to the river Can you take me down to the river Baby, take me down to the river Where the waters flow Yeah, well, I know Yeah, I know Well, I know I know I wanna go Now, down to the river You can take me down to the river You can take me down to the river Where the waters flow Flow, down, down, down  yeah, taking me, taking me down to the river , down, down, down, down, down, yeah Down to the river Where the waters flow Down, take me down Take me now Down, down, down, down Taking me down to the river Down to the river Will you take me down to the river Where the waters flow Take me down, yeah! Yeah, yeah, well, I know , well, I know Well, I know,I know I wanna go Yeah, take me down to the river You can take me down to the river Can you take me down to the river Where the waters flow",negative,-0.3026819936931133
Dress Me Up As A Robber,Paul McCartney,1601,"{'year': 1982, 'month': 4, 'day': 26}",Tug of War," Well you can dress me up as a robber But I won't be in disguise Only love is a robber And he lives within your eyes ,  eee   You can dress me up as a sailor But I'll never run to sea As long as your love is available to me What do I do with a sea of blue? , eee  Pa pa, pa pa, pa-ra-ra   (Dressing me up) It doesn't make a difference What you want to do Whichever way you look at it I'm still in love with you If we go on forever I may never make a change
  (Dressing me up) (Dressing me up) And if I don't convince you You needn't look too far To see that I'm not lying 'Cause I love you the way you are And what's the point of changing When I'm happy as I am?  Well you can dress me up as a soldier But I wouldn't know what for I was the one that told you he loved you Don't wanna go to another war No, no, no Pa, pa pa, pa-ra-ra",neutral,-0.011319104582071304
Dress Me Up as a Robber / Robber Riff (Demo),Paul McCartney,1601,"{'year': 2015, 'month': 10, 'day': 2}",Tug of War (Archive Collection),"You can dress me up as a robber But I won't be in disguise Only love is a robber And he lives within your eyes You can dress me up as a sailor But I'll never run to sea As long as your love is available to me What do I need with a sea of blue? You can dress me up as a sailor But I'll never run to sea As long as your love is available to me What do I do with a sea of blue? Well, you can dress me up as a robber But I won't be in disguise Only love is a robber And he lives within your eyes You can dress me up as a sailor But I'll never run to sea As long as your love is available to me What do I do with a sea of blue? You can dress me up as a robber You can dress me up as a robber You can dress me up as a robber But I won't be in disguise Only love is a robber And he lives within your eyes
You can dress me up as a sailor But I'll never run to sea As long as your love is available to me What do I do with a sea of blue?",negative,-0.430857352912426
Drive My Car (Live / 1993),Paul McCartney,1601,"{'year': 1993, 'month': 11, 'day': 8}",Paul is Live," Asked a girl what she wanted to be She said baby, Can't you see I want to be famous, a star on the screen But you can do something in between  Baby you can drive my car Yes I'm going to be a star Baby you can drive my car And maybe I love you  I told a girl that my prospects were good And she said baby, It's understood Working for peanuts is all very fine But I can show you a better time   I told that girl I can start right away And she said, Listen baby I got something to say I got no car and it's breaking my heart But I've found a driver and that's a start
 Baby you can drive my car Yes I'm going to be a star Baby you can drive my car And maybe I love you Beep beep'm beep beep yeah Beep beep'm beep beep yeah Beep beep'm beep beep yeah Beep beep'm beep beep yeah (fade out)",neutral,0.11545049259439111
