Song,Composer,Song ID,Lyrics,Sentiment,Sentiment Score
Drive My Car,McCartney,111330," Asked a girl what she wanted to be She said, ""Baby, can't you see? I wanna be famous, a star of the screen But you can do something in between""  ""Baby, you can drive my car Yes, I'm gonna be a star Baby, you can drive my car And maybe I'll love you""  I told that girl that my prospects were good And she said, ""Baby, it's understood Working for peanuts is all very fine But I can show you a better time""  ""Baby, you can drive my car Yes, I'm gonna be a star Baby, you can drive my car And maybe I'll love you"" Beep-beep'm-beep-beep, yeah 
 ""Baby, you can drive my car Yes, I'm gonna be a star Baby, you can drive my car And maybe I'll love you""  I told that girl I could start right away When she said, ""Listen, babe, I got something to say I got no car and it's breaking my heart But I found a driver and that's a start""  ""Baby, you can drive my car Yes, I'm gonna be a star Baby, you can drive my car And maybe I'll love you""  Beep-beep'm-beep-beep, yeah Beep-beep'm-beep-beep, yeah Beep-beep'm-beep-beep, yeah Beep-beep'm-beep-beep, yeah Beep-beep'm-beep-beep",,0.3484171881961326
Norwegian Wood (This Bird Has Flown),Lennon,71851," I once had a girl Or should I say, she once had me? She showed me her room ""Isn't it good, Norwegian wood?""  She asked me to stay and she told me to sit anywhere So I looked around and I noticed there wasn't a chair  I sat on the rug Biding my time, drinking her wine We talked until two And then she said, ""It's time for bed""   She told me she worked in the morning and started to laugh I told her I didn't and crawled off to sleep in the bath  And when I awoke I was alone, this bird had flown So I lit a fire Isn't it good, Norwegian wood?",,0.14797865343280137
You Won´t See Me,McCartney,71852," When I call you up, your line's engaged I have had enough, so act your age We have lost the time that was so hard to find And I will lose my mind  If you won't see me (You won't see me) You won't see me (You won't see me)  I don't know why you Should want to hide (,   , ,   ) But I can't get through My hands are tied (,   , ,   ) I won't want to stay I don't have much to say (,   , ,   ) But I get turned away (,   )  And you won't see me (You won't see me) You won't see me (You won't see me)  Time after time You refuse to even listen I wouldn't mind If I knew what I was missing (No, I wouldn't, no, I wouldn't)
 Though the days are few They're filled with tears (,   , ,   ) And since I lost you It feels like years (,   , ,   ) Yes, it seems so long Girl, since you've been gone (,   , ,   ) And I just can't go on (,   )  If you won't see me (You won't see me) You won't see me (You won't see me)  Time after time You refuse to even listen I wouldn't mind If I knew what I was missing (No, I wouldn't, no, I wouldn't)  Though the days are few They're filled with tears (,   , ,   ) And since I lost you It feels like years (,   , ,   ) Yes, it seems so long Girl, since you've been gone (,   , ,   ) And I just can't go on (,   )
 If you won't see me (You won't see me) You won't see me (You won't see me)  (Yeah) ,    (Yeah, yeah) ,   ",,-0.5600690391923612
Nowhere Man,Lennon,123823," He's a real nowhere man Sitting in his nowhere land Making all his nowhere plans for nobody  Doesn't have a point of view Knows not where he's going to Isn't he a bit like you and me?  Nowhere man, please listen ( Aah, , ,  ) You don't know what you're missing ( Aah, , ,  ) Nowhere man, the world is at your command ( Aah, , , , ,  )   He's as blind as he can be Just sees what he wants to see Nowhere man, can you see me at all?  Nowhere man, don't worry ( Aah, , ,  ) Take your time, don't hurry ( Aah, , ,  ) Leave it all till somebody else lends you a hand ( Aah, , , , ,  )
 Doesn't have a point of view Knows not where he's going to Isn't he a bit like you and me?  Nowhere man, please listen ( Aah, , ,  ) You don't know what you're missing ( Aah, , ,  ) Nowhere man, the world is at your command ( Aah, , , , ,  )  He's a real nowhere man Sitting in his nowhere land Making all his nowhere plans for nobody  Making all his nowhere plans for nobody Making all his nowhere plans for nobody",,-0.45233595417812467
Michelle,McCartney,55984," () Michelle , ma belle These are words that go together well () My Michelle (Uuuh) Michelle, ma belle Sont les mots qui vont très bien ensemble Très bien ensemble (Uuuh)  I love you, I love you, I love you (, ) That's all I want to say () Until I find a way I will say the only words I know that you'll understand  () Michelle, ma belle Sont les mots qui vont très bien ensemble Très bien ensemble ()  I need to, I need to, I need to I need to make you see () , what you mean to me (, ) Until I do, I'm hoping you will know what I mean I love you (, )
  I want you, I want you, I want you (, ) I think you know by now I'll get to you somehow Until I do, I'm telling you so you'll understand  () Michelle, ma belle (, ) Sont les mots qui vont très bien ensemble Très bien ensemble  And I will say the only words I know that you'll understand My Michelle (Mmm)",,0.5675214433576912
Girl,Lennon,71857," Is there anybody going to listen to my story All about the girl who came to stay? She's the kind of girl you want so much, it makes you sorry Still, you don't regret a single day  , girl Girl, girl  When I think of all the times I've tried so hard to leave her She will turn to me and start to cry And she promises the Earth to me and I believe her After all this time I don't know why  , girl Girl, girl  She's the kind of girl who puts you down ( , , , , , , ,  ) When friends are there, you feel a fool ( , , , , , , ,  ) ( , , , , , , , , , , , , , , ,  ) When you say she's looking good ( , , , , , , ,  ) She acts as if it's understood ( , , , , , , ,  ) She's cool, , ,  ( , , , , , , , , , , , , , , ,  )
 Girl Girl, girl  Was she told when she was young that pain would lead to pleasure? Did she understand it when they said That a man must break his back to earn his day of leisure? Will she still believe it when he's dead?  , girl Girl, girl   , girl Girl, girl",,-0.15890368074178696
I´m Looking Through You,McCartney,71858," I'm looking through you, where did you go? I thought I knew you, what did I know? You don't look different, but you have changed I'm looking through you, you're not the same  Your lips are moving, I cannot hear Your voice is soothing, but the words aren't clear You don't sound different, I've learned the game I'm looking through you, you're not the same  Why, tell me why, did you not treat me right? Love has a nasty habit of disappearing overnight  You're thinking of me, the same old way You were above me, but not today The only difference is you're down there I'm looking through you, and you're nowhere  Why, tell me why, did you not treat me right? Love has a nasty habit of disappearing overnight
 I'm looking through you, where did you go? I thought I knew you, what did I know? You don't look different, but you have changed I'm looking through you, you're not the same  Yeah, , baby, you've changed , I'm looking through you Yeah, I'm looking through you You changed, you changed, you changed, you changed",,-0.5425464462023228
Run for Your Life,Lennon,71863," Well, I'd rather see you dead, little girl Than to be with another man You better keep your head, little girl Or I won't know where I am  You better run for your life if you can, little girl Hide your head in the sand, little girl Catch you with another man That's the end, little girl  Well, you know that I'm a wicked guy And I was born with a jealous mind And I can't spend my whole life trying Just to make you toe the line  You better run for your life if you can, little girl Hide your head in the sand, little girl Catch you with another man That's the end, little girl 
 Let this be a sermon I mean everything I've said Baby, I'm determined And I'd rather see you dead  You better run for your life if you can, little girl Hide your head in the sand, little girl Catch you with another man That's the end, little girl  I'd rather see you dead, little girl Than to be with another man You better keep your head, little girl Or you won't know where I am  You better run for your life if you can, little girl Hide your head in the sand, little girl Catch you with another man That's the end, little girl  Na, na, na Na, na, na Na, na, na Na, na, na",,-0.5676678689584757
Eleanor Rigby,McCartney,1577," , look at all the lonely people! , look at all the lonely people!  Eleanor Rigby Picks up the rice in the church where a wedding has been Lives in a dream Waits at the window Wearing the face that she keeps in a jar by the door Who is it for?  All the lonely people Where do they all come from? All the lonely people Where do they all belong?  Father McKenzie Writing the words of a sermon that no one will hear No one comes near Look at him working Darning his socks in the night when there's nobody there What does he care?
 All the lonely people Where do they all come from? All the lonely people Where do they all belong?  , look at all the lonely people! , look at all the lonely people!  Eleanor Rigby Died in the church and was buried along with her name Nobody came Father McKenzie Wiping the dirt from his hands as he walks from the grave No one was saved  All the lonely people (, look at all the lonely people!) Where do they all come from? All the lonely people (, look at all the lonely people!) Where do they all belong?",,-0.43581008166074753
I´m Only Sleeping,Lennon,106570," When I wake up early in the morning Lift my head, I'm still yawning When I'm in the middle of a dream Stay in bed, float up stream (Float up stream)  Please, don't wake me, no, don't shake me Leave me where I am, I'm only sleeping  Everybody seems to think I'm lazy I don't mind, I think they're crazy Running everywhere at such a speed 'Till they find there's no need (There's no need)  Please, don't spoil my day, I'm miles away (Uuuuh) And after all, I'm only sleeping   Keeping an eye on the world going by my window Taking my time
 Lying there and staring at the ceiling Waiting for a sleepy feeling   Please, don't spoil my day, I'm miles away And after all, I'm only sleeping  Yawn, Paul ! *Yawns*  Keeping an eye on the world going by my window Taking my time  When I wake up early in the morning Lift my head, I'm still yawning When I'm in the middle of a dream Stay in bed, float up stream (Float up stream)  Please, don't wake me, no, don't shake me (Uuuh, uuuuh) Leave me where I am, I'm only sleeping",,-0.41774626076221466
"Here, There and Everywhere",McCartney,106572," To lead a better life, I need my love to be here  Here, making each day of the year Changing my life with a wave of her hand Nobody can deny that there's something there  There, running my hands through her hair Both of us thinking how good it can be Someone is speaking, but she doesn't know he's there  I want her everywhere And if she's beside me, I know I need never care But to love her is to need her—  Everywhere, knowing that love is to share Each one believing that love never dies Watching her eyes and hoping I'm always there  I want her everywhere And if she's beside me, I know I need never care But to love her is to need her—
 Everywhere, knowing that love is to share Each one believing that love never dies Watching her eyes and hoping I'm always there  I will be there and everywhere Here, there and everywhere",,0.47326313704252243
Yellow Submarine,McCartney,106575," In the town where I was born Lived a man who sailed to sea And he told us of his life In the land of submarines  So we sailed on to the sun Till we found the sea of green And we lived beneath the waves In our yellow submarine  We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine  And our friends are all aboar d Many more of them live next door And the band begins to play  We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine
 Full steam ahead, Mister Boatswain, full steam ahead Full steam ahead it is, Sergeant Cut the cable! Drop the cable! Aye-aye, sir, aye-aye Captain! Captain!  As we live a life of ease ( A life of ease ) Every one of us ( Every one of us ) has all we need ( Has all we need ) Sky of blue ( Sky of blue ) and sea of green ( Sea of green ) In our yellow ( In our yellow ) submarine ( Submarine, ha-ha! )  We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine",,0.1057977012048165
She Said She Said,Lennon,106577," She said, ""I know what it's like to be dead I know what it is to be sad"" And she's making me feel like I've never been born  I said, ""who put all those things in your head? Things that make me feel that I'm mad And you're making me feel like I've never been born""  She said, ""you don't understand what I've said"" I said, ""no, no, no, you're wrong"" When I was a boy everything was right Everything was right  I said, ""even though you know what you know I know that I'm ready to leave 'Cause you're making me feel like I've never been born""  She said, ""you don't understand what I said"" I said, ""no, no, no, you're wrong"" When I was a boy everything was right Everything was right
 I said, ""even though you know what you know I know that I'm ready to leave 'Cause you're making me feel like I've never been born""  She said (She said), ""I know what it's like to be dead I know what it's like to be dead I know what it is to be sad I know what it is to be sad I know what it's like to be dead""",,-0.5429052334511653
Good Day Sunshine,McCartney,106571," Good day sunshine Good day sunshine Good day sunshine  I need to laugh, and when the sun is out I've got something I can laugh about I feel good, in a special way I'm in love and it's a sunny day  Good day sunshine Good day sunshine Good day sunshine  We take a walk, the sun is shining down Burns my feet as they touch the ground  Good day sunshine Good day sunshine Good day sunshine  Then we lie, beneath a shady tree I love her and she's loving me She feels good, she knows she's looking fine I'm so proud to know that she is mine
 Good day sunshine Good day sunshine Good day sunshine Good day sunshine Good day sunshine Good day sunshine Good day sunshine (Good day sunshine) (Good day sunshine) (Good day sun...)",,0.6857333116349764
And Your Bird Can Sing,Lennon,106576," You tell me that you've got everything you want And your bird can sing But you don't get me You don't get me  You say you've seen seven wonders And your bird is green But you can't see me You can't see me  When your prized possessions Start to weigh you down Look in my direction I'll be 'round, I'll be 'round   When your bird is broken Will it bring you down? You may be awoken I'll be 'round, I'll be 'round
 You tell me that you've heard every sound there is And your bird can swing But you can't hear me You can't hear me ",,-0.499528287560679
For No One,McCartney,1576," Your day breaks, your mind aches You find that all her words of kindness linger on When she no longer needs you  She wakes up, she makes up She takes her time and doesn't feel She has to hurry She no longer needs you  And in her eyes, you see nothing No sign of love behind the tears Cried for no one A love that should have lasted years  You want her, you need her And yet you don't believe her when she says Her love is dead You think she needs you   And in her eyes, you see nothing No sign of love behind the tears Cried for no one A love that should have lasted years
 You stay home, she goes out She says that long ago she knew someone But now he's gone, she doesn't need him  Your day breaks, your mind aches There will be times when all the things she said Will fill your head You won't forget her  And in her eyes, you see nothing No sign of love behind the tears Cried for no one A love that should have lasted years",,-0.5165926441550255
Doctor Robert,Lennon,106578," Ring my friend, I said you'd call Doctor Robert Day or night, he'll be there any time at all Doctor Robert  Doctor Robert You're a new and better man He helps you to understand He does everything he can Doctor Robert  If you're down he'll pick you up Doctor Robert Take a drink from his special cup Doctor Robert  Doctor Robert He's a man you must believe Helping anyone in need No one can succeed like Doctor Robert
 Well, well, well, you're feeling fine Well, well, well, he'll make you Doctor Robert  My friend works for the National Health Doctor Robert You'll pay money just to see yourself With Doctor Robert  Doctor Robert You're a new and better man He helps you to understand He does everything he can Bob Robert  Well, well, well, you're feeling fine Well, well, well, he'll make you Doctor Robert  Ring, my friend I said you'd call Doctor Robert Ring, my friend I said you'd call Bob Robert Doctor Robert",,0.5754078871104866
Got to Get You Into My Life,McCartney,106580," I was alone, I took a ride I didn't know what I would find there Another road where maybe I Could see another kind of mind there , then I suddenly see you , did I tell you I need you Every single day of my life?  You didn't run, you didn't lie You knew I wanted just to hold you And had you gone, you knew in time We'd meet again, for I had told you , you were meant to be near me , and I want you to hear me Say we'll be together every day  Got to get you into my life  What can I do, what can I be? When I'm with you I want to stay there If I'm true, I'll never leave And if I do, I know the way there , then I suddenly see you , did I tell you I need you Every single day of my life?
 Got to get you into my life   I've got to get you into my life  I was alone, I took a ride I didn't know what I would find there Another road where maybe I Could see another kind of mind there And suddenly I see you Did I tell you I need you? Every single day of my life?",,0.06692847982048988
Tomorrow Never Knows,Lennon,75225," Turn off your mind, relax and float downstream It is not dying, it is not dying  Lay down all thoughts, surrender to the void It is shining, it is shining  That you may see the meaning of within It is being, it is being   That love is all and love is everyone It is knowing, it is knowing  That ignorance and hate may mourn the dead It is believing, it is believing  But listen to the colour of your dreams It is not living, it is not living
 Or play the game ""Existence"" to the end Of the beginning, of the beginning  Of the beginning, of the beginning Of the beginning, of the beginning Of the beginning",,0.3963955766521394
Help!,Lennon,92584," ( Help ) I need somebody ( Help ) Not just anybody ( Help ) You know I need someone ( Help! )  When I was younger so much younger than today I never needed anybody's help in any way But now these days are gone, I'm not so self assured Now I find I've changed my mind and opened up the doors  Help me if you can, I'm feeling down And I do appreciate you being 'round Help me get my feet back on the ground Won't you please, please help me?  And now my life has changed in  so many ways My independence seems to vanish in the haze But every now and then I feel so insecure I know that I just need you like I've never done before  Help me if you can, I'm feeling down And I do appreciate you being 'round Help me get my feet back on the ground Won't you please, please help me?
 When I was younger, so much younger than today I never needed anybody's help in any way But now these days are gone, I'm not so self assured Now I find I've changed my mind and opened up the doors  Help me if you can, I'm feeling down And I do appreciate you being 'round Help me get my feet back on the ground Won't you please, please help me?  Help me! Help me, ",,-0.3946814586718877
Michelle,McCartney,55984," () Michelle , ma belle These are words that go together well () My Michelle (Uuuh) Michelle, ma belle Sont les mots qui vont très bien ensemble Très bien ensemble (Uuuh)  I love you, I love you, I love you (, ) That's all I want to say () Until I find a way I will say the only words I know that you'll understand  () Michelle, ma belle Sont les mots qui vont très bien ensemble Très bien ensemble ()  I need to, I need to, I need to I need to make you see () , what you mean to me (, ) Until I do, I'm hoping you will know what I mean I love you (, )
  I want you, I want you, I want you (, ) I think you know by now I'll get to you somehow Until I do, I'm telling you so you'll understand  () Michelle, ma belle (, ) Sont les mots qui vont très bien ensemble Très bien ensemble  And I will say the only words I know that you'll understand My Michelle (Mmm)",,0.5675214433576912
Yesterday,McCartney,2236," Yesterday All my troubles seemed so far away Now it looks as though they're here to stay , I believe in yesterday  Suddenly I'm not half the man I used to be There's a shadow hanging over me , yesterday came suddenly  Why she had to go I don't know, she wouldn't say I said something wrong Now I long for yesterday  Yesterday Love was such an easy game to play Now I need a place to hide away , I believe in yesterday  Why she had to go I don't know, she wouldn't say I said something wrong Now I long for yesterday
 Yesterday Love was such an easy game to play Now I need a place to hide away , I believe in yesterday  Mmm-mmm-mmm-mmm-mmm, hmm-hmm",,-0.5224411331582814
I Feel Fine,Lennon,111331," Baby's good to me, you know She's happy as can be, you know She said so  I'm in love with her and I feel fine  Baby says she's mine, you know She tells me all the time, you know She said so  I'm in love with her and I feel fine  I'm so glad that she's my little girl She's so glad, she's telling all the world  That her baby buys her things, you know He buys her diamond rings, you know She said so  She's in love with me and I feel fine, mmm
  Baby says she's mine, you know She tells me all the time, you know She said so  I'm in love with her and I feel fine  I'm so glad that she's my little girl She's so glad, she's telling all the world  That her baby buys her things, you know He buys her diamond rings, you know She said so  She's in love with me and I feel fine She's in love with me and I feel fine, mmm",,0.6140790987992659
Yellow Submarine,McCartney,106575," In the town where I was born Lived a man who sailed to sea And he told us of his life In the land of submarines  So we sailed on to the sun Till we found the sea of green And we lived beneath the waves In our yellow submarine  We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine  And our friends are all aboar d Many more of them live next door And the band begins to play  We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine
 Full steam ahead, Mister Boatswain, full steam ahead Full steam ahead it is, Sergeant Cut the cable! Drop the cable! Aye-aye, sir, aye-aye Captain! Captain!  As we live a life of ease ( A life of ease ) Every one of us ( Every one of us ) has all we need ( Has all we need ) Sky of blue ( Sky of blue ) and sea of green ( Sea of green ) In our yellow ( In our yellow ) submarine ( Submarine, ha-ha! )  We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine",,0.1057977012048165
Can´t Buy Me Love,McCartney,51126," Can't buy me love, love Can't buy me love  I'll buy you a diamond ring, my friend If it makes you feel alright I'll get you anything, my friend If it makes you feel alright 'Cause I don't care too much for money Money can't buy me love  I'll give you all I've got to give If you say you love me, too I may not have a lot to give But what I got, I'll give to you I don't care too much for money Money can't buy me love  Can't buy me love , everybody tells me so Can't buy me love, no-no-no, no!  Say you don't need no diamond rings And I'll be satisfied Tell me that you want the kind of things That money just can't buy I don't care too much for money Money can't buy me love Ow!
  Buy me love, everybody tells me so Can't buy me love, no-no-no, no!  Say you don't need no diamond rings And I'll be satisfied Tell me that you want the kind of things That money just can't buy I don't care too much for money Money can't buy me love  Can't buy me love, love Can't buy me love",,-0.5054737294558436
Day Tripper,Lennon,114778," Got a good reason For taking the easy way out Got a good reason For taking the easy way out, now  She was a day tripper A one way ticket, yeah It took me so long To find out, and I found out  She's a big teaser She took me half the way there She's a big teaser She took me half the way there, now  She was a day tripper A one way ticket, yeah It took me so long To find out, and I found out 
 Tried to please her She only played one-night stands Tried to please her She only played one-night stands, now  She was a day tripper A Sunday driver, yeah It took me so long To find out, and I found out  Day tripper Day tripper, yeah Day tripper Day tripper, yeah Day tripper",,-0.5534507243719418
A Hard Day´s Night,Lennon,118166," It's been a hard day's night And I've been working like a dog It's been a hard day's night I should be sleeping like a log But when I get home to you I find the things that you do Will make me feel alright  You know I work all day To get you money to buy you things And it's worth it just to hear you say You're gonna give me everything So why on Earth should I moan? 'Cause when I get you alone You know I feel okay  When I'm home Everything seems to be right When I'm home Feeling you holding me tight, tight, yeah!  It's been a hard day's night And I've been working like a dog It's been a hard day's night I should be sleeping like a log But when I get home to you I find the things that you do Will make me feel alright !
  So why on Earth should I moan ? 'Cause when I get you alone You know I feel okay  When I'm home Everything seems to be right When I'm home Feeling you holding me tight, tight, yeah!  It's been a hard day's night And I've been working like a dog It's been a hard day's night I should be sleeping like a log But when I get home to you I find the things that you do Will make me feel alright  You know I feel alright You know I feel alright",,-0.07009616370002429
Ticket to Ride,Lennon,123815," I think I'm gonna be sad, I think it's today, yeah The girl that's driving me mad is going away  She's got a ticket to ride She's got a ticket to ride She's got a ticket to ride, but she don't care  She said that living with me is bringing her down, yeah She would never be free when I was around  She's got a ticket to ride She's got a ticket to ride She's got a ticket to ride, but she don't care  I don't know why she's riding so high She ought to think twice, she ought to do right by me Before she gets to saying goodbye She ought to think twice, she ought to do right by me  I think I'm going to be sad, I think it's today, yeah The girl that's driving me mad is going away, yeah
 , she's got a ticket to ride She's got a ticket to ride She's got a ticket to ride, but she don't care  I don't know why she's riding so high She ought to think twice, she ought to do right by me Before she gets to saying goodbye She ought to think twice, she ought to do right by me  She said that living with me was bringing her down, yeah For she would never be free when I was around  , she's got a ticket to ride She's got a ticket to ride She's got a ticket to ride, but she don't care  My baby don't care My baby don't care My baby don't care My baby don't care My baby don't care My baby don't care",,-0.5417367382130275
Paperback Writer,McCartney,180332," Paperback writer (Paperback writer, paperback writer)  Dear Sir or Madam, will you read my book? It took me years to write, will you take a look? It's based on a novel by a man named Lear And I need a job, so I want to be a paperback writer Paperback writer  It's a dirty story of a dirty man And his clinging wife doesn't understand His son is working for the Daily Mail It's a steady job, but he wants to be a paperback writer Paperback writer  Paperback writer (Paperback writer, paperback writer)  It's a thousand pages, give or take a few (Frère) I'll be writing more in a week or two (Jacques) I could make it longer if you like the style (Frère) I can change it 'round and I want to be a paperback writer (Jacques) Paperback writer
 If you really like it, you can have the rights (Frère) It could make a million for you overnight (Jacques) If you must return it, you can send it here (Frère) But I need a break, and I want to be a paperback writer (Jacques) Paperback writer  Paperback writer (Paperback writer, paperback writer)  Paperback writer, paperback writer Paperback writer, paperback writer Paperback writer, paperback writer Paperback writer, paperback writer",,-0.021826519009967644
Eleanor Rigby,McCartney,1577," , look at all the lonely people! , look at all the lonely people!  Eleanor Rigby Picks up the rice in the church where a wedding has been Lives in a dream Waits at the window Wearing the face that she keeps in a jar by the door Who is it for?  All the lonely people Where do they all come from? All the lonely people Where do they all belong?  Father McKenzie Writing the words of a sermon that no one will hear No one comes near Look at him working Darning his socks in the night when there's nobody there What does he care?
 All the lonely people Where do they all come from? All the lonely people Where do they all belong?  , look at all the lonely people! , look at all the lonely people!  Eleanor Rigby Died in the church and was buried along with her name Nobody came Father McKenzie Wiping the dirt from his hands as he walks from the grave No one was saved  All the lonely people (, look at all the lonely people!) Where do they all come from? All the lonely people (, look at all the lonely people!) Where do they all belong?",,-0.43581008166074753
Sgt. Pepper´s Lonely Hearts Club Band,McCartney,76560,"  It was twenty years ago today When Sgt. Pepper taught the band to play They've been going in and out of style But they're guaranteed to raise a smile So may I introduce to you The act you've known for all these years Sgt. Pepper's Lonely Hearts Club Band   We're Sgt. Pepper's Lonely Hearts Club Band We hope you will enjoy the show Sgt. Pepper's Lonely Hearts Club Band Sit back and let the evening go Sgt. Pepper's Lonely, Sgt. Pepper's Lonely Sgt. Pepper's Lonely Hearts Club Band  It's wonderful to be here It's certainly a thrill You're such a lovely audience We'd like to take you home with us We'd love to take you home
 I don't really want to stop the show But I thought you might like to know That the singer's going to sing a song And he wants you all to sing along So let me introduce to you The one and only Billy Shears And Sgt. Pepper's Lonely Hearts Club Band, yeah",,0.7330724964849651
With a Little Help From My Friends,McCartney,71029," Billy Shears!  What would you think if I sang out of tune? Would you stand up and walk out on me? Lend me your ears and I'll sing you a song And I'll try not to sing out of key  , I get by with a little help from my friends , I get high with a little help from my friends , gonna try with a little help from my friends  What do I do when my love is away? ( Does it worry you to be alone? ) How do I feel by the end of the day? ( Are you sad because you're on your own? )  No, I get by with a little help from my friends , get high with a little help from my friends , I'm gonna try with a little help from my friends  Do you need anybody ? I need somebody to love Could it be anybody ? I want somebody to love
 Would you believe in a love at first sight? Yes, I'm certain that it happens all the time What do you see when you turn out the light? I can't tell you, but I know it's mine  , I get by with a little help from my friends , get high with a little help from my friends , I'm gonna try with a little help from my friends  Do you need anybody? I just need someone to love Could it be anybody? I want somebody to love  , I get by with a little help from my friends , gonna try with a little help from my friends , I get high with a little help from my friends Yes, I get by with a little help from my friends With a little help from my friends",,0.012888165811697641
Lucy in the Sky with Diamonds,Lennon,1572," Picture yourself in a boat on a river With tangerine trees and marmalade skies Somebody calls you, you answer quite slowly A girl with kaleidoscope eyes  Cellophane flowers of yellow and green Towering over your head Look for the girl with the sun in her eyes And she's gone  Lucy in the sky with diamonds Lucy in the sky with diamonds Lucy in the sky with diamonds Ahh  Follow her down to a bridge by a fountain Where rocking horse people eat marshmallow pies Everyone smiles as you drift past the flowers That grow so incredibly high  Newspaper taxis appear on the shore Waiting to take you away Climb in the back with your head in the clouds And you're gone
 Lucy in the sky with diamonds Lucy in the sky with diamonds Lucy in the sky with diamonds Ahh  Picture yourself on a train in a station With plasticine porters with looking glass ties Suddenly, someone is there at the turnstile The girl with kaleidoscope eyes  Lucy in the sky with diamonds Lucy in the sky with diamonds Lucy in the sky with diamonds Ahh Lucy in the sky with diamonds Lucy in the sky with diamonds Lucy in the sky with diamonds Ahh Lucy in the sky with diamonds Lucy in the sky with diamonds Lucy in the sky with diamonds Ahh",,0.29732428304851055
Getting Better,McCartney,76561," It's getting better all the time  I used to get mad at my school (No, I can't complain) The teachers who taught me weren't cool (No, I can't complain) You're holding me down (-), turning me 'round (-) Filling me up with your rules (Fool, you fool)  I've got to admit it's getting better (Better) A little better all the time (It can't get no worse) I have to admit it's getting better (Better) It's getting better since you've been mine  Me used to be angry young man Me hiding me head in the sand You gave me the word, I finally heard I'm doing the best that I can  I've got to admit it's getting better (Better) A little better all the time (It can't get no worse) I have to admit it's getting better (Better) It's getting better since you've been mine Getting so much better all the time!
 It's getting better all the time (Better, better, better) It's getting better all the time (Better, better, better)  I used to be cruel to my woman I beat her and kept her apart from the things that she loved Man, I was mean but I'm changing my scene And I'm doing the best that I can (Fool, you fool)  I admit it's getting better (Better) A little better all the time (It can't get no worse) Yes, I admit it's getting better (Better) It's getting better since you've been mine Getting so much better all the time!  It's getting better all the time (Better, better, better) It's getting better all the time (Better, better, better)  Getting so much better all the time!",,0.5159842095648249
Fixing a Hole,McCartney,76563," I'm fixing a hole where the rain gets in And stops my mind from wandering Where it will go  I'm filling the cracks that ran through the door And kept my mind from wandering Where it will go  And it really doesn't matter if I'm wrong, I'm right Where I belong, I'm right Where I belong See the people standing there who disagree and never win And wonder why they don't get in my door  I'm painting the room in a colorful way And when my mind is wandering There I will go , , , ,  Hey, hey, hey, hey 
 And it really doesn't matter if I'm wrong, I'm right Where I belong, I'm right Where I belong Silly people run around, they worry me And never ask me why they don't get past my door  I'm taking the time for a number of things That weren't important yesterday And I still go , , , ,   I'm fixing a hole where the rain gets in And stops my mind from wandering Where it will go Where it will go I'm fixing a hole where the rain gets in And stops my mind from wandering Where it will go",,0.18357199057936668
She´s Leaving Home,McCartney,51118," Wednesday morning at five o'clock as the day begins Silently closing her bedroom door Leaving the note that she hoped would say more She goes downstairs to the kitchen clutching her handkerchief Quietly turning the backdoor key Stepping outside, she is free  She ( We gave her most of our lives ) Is leaving ( Sacrificed most of our lives ) Home ( We gave her everything money could buy ) She's leaving home after living alone ( Bye-bye ) For so many years  Father snores as his wife gets into her dressing gown Picks up the letter that's lying there Standing alone at the top of the stairs She breaks down and cries to her husband ""Daddy, our baby's gone Why would she treat us so thoughtlessly? How could she do this to me?""  She ( We never thought of ourselves ) Is leaving ( Never a thought for ourselves ) Home ( We struggled hard all our lives to get by ) She's leaving home after living alone ( Bye-bye ) For so many years
 Friday morning at nine o'clock, she is far away Waiting to keep the appointment she made Meeting a man from the motor trade  She ( What did we do that was wrong? ) Is having ( We didn't know it was wrong ) Fun ( Fun is the one thing That money can't buy ) Something inside that was always denied ( Bye-bye ) For so many years  She's leaving home ( Bye-bye )",,-0.5142028533931201
Being For the Benefit of Mr. Kite,Lennon,76565," For the benefit of Mr. Kite There will be a show tonight on trampoline The Hendersons will all be there Late of Pablo Fanque's Fair, what a scene Over men and horses hoops and garters Lastly through a hogshead of real fire! In this way Mr. K. will challenge the world!  The celebrated Mr. K Performs his feat on Saturday at Bishopsgate The Hendersons will dance and sing As Mr. Kite flies through the ring don't be late Messrs. K. and H. assure the public Their production will be second to none And of course Henry The Horse dances the waltz!   The band begins at ten to six When Mr. K. performs his tricks without a sound And Mr. H. will demonstrate Ten somersets he'll undertake on solid ground Having been some days in preparation A splendid time is guaranteed for all And tonight Mr. Kite is topping the bill",,0.5051103164441884
