song_name,artist_name,artist_id,release_date,album_name,Lyrics
Gnik Nus,The Beatles,586,"{'year': 2006, 'month': 11, 'day': 20}",Love,Gnik nus eht semoc ereh Gnik nus eht semoc ereh Gnihgual sydobyreve Yppah sydobyreve Gnik nus eht semoc ereh
God Save the Queen (Rooftop Performance),The Beatles,586,"{'year': 2022, 'month': 1, 'day': 28}",Get Back (Rooftop Performance),
Golden Slumbers,The Beatles,586,"{'year': 1969, 'month': 9, 'day': 26}",Abbey Road," Once there was a way to get back homeward Once there was a way to get back home Sleep, pretty darling, do not cry And I will sing a lullaby  Golden slumbers fill your eyes Smiles awake you when you rise Sleep, pretty darling, do not cry And I will sing a lullaby  Once there was a way to get back homeward Once there was a way to get back home Sleep pretty darling, do not cry And I will sing a lullaby"
Golden Slumbers / Carry That Weight (Take 17 – Instrumental – Strings & Brass Only),The Beatles,586,"{'year': 1969, 'month': None, 'day': None}",Abbey Road (Super Deluxe Edition),
Goodbye (Home Demo),The Beatles,586,"{'year': 2019, 'month': 9, 'day': 27}",Abbey Road (Super Deluxe Edition)," Please don't wake me up too late Tomorrow comes, and I will not be late Late today when it becomes tomorrow I will leave and go away  Goodbye Goodbye Goodbye Goodbye Goodbye, goodbye My love, goodbye  Songs that lingered on my lips Excite me now and linger on my mind Leave your flowers at my door I leave them for the one who waits behind  Goodbye Goodbye Goodbye Goodbye Goodbye, goodbye My love, goodbye
 *Scat singing*  Goodbye Goodbye Goodbye Goodbye Goodbye, goodbye My love, goodbye  Far away, my lover sings a lonely song And calls me to his side Where the sound of lonely drums invites me on I must be by his side  Goodbye Goodbye Goodbye Goodbye Goodbye, goodbye My love, goodbye  Goodbye Ah-ha-ha-ha Bye, bye"
Good Day Sunshine,The Beatles,586,"{'year': 1966, 'month': 8, 'day': 5}",Revolver," Good day sunshine Good day sunshine Good day sunshine  I need to laugh, and when the sun is out I've got something I can laugh about I feel good, in a special way I'm in love and it's a sunny day  Good day sunshine Good day sunshine Good day sunshine  We take a walk, the sun is shining down Burns my feet as they touch the ground  Good day sunshine Good day sunshine Good day sunshine  Then we lie, beneath a shady tree I love her and she's loving me She feels good, she knows she's looking fine I'm so proud to know that she is mine
 Good day sunshine Good day sunshine Good day sunshine Good day sunshine Good day sunshine Good day sunshine Good day sunshine (Good day sunshine) (Good day sunshine) (Good day sun...)"
Good Morning Good Morning,The Beatles,586,"{'year': 1967, 'month': 5, 'day': 26}",Sgt. Pepper’s Lonely Hearts Club Band," Good morning, good morning Good morning, good morning Good morning  Nothing to do to save his life, call his wife in Nothing to say but what a day, how's your boy been? Nothing to do, it's up to you I've got nothing to say but it's okay  Good morning, good morning Good morning  Going to work, don't want to go, feeling low down Heading for home, you start to roam, then you're in town  Everybody knows there's nothing doing Everything is closed, it's like a ruin Everyone you see is half asleep And you're on your own, you're in the street  After a while you start to smile, now you feel cool Then you decide to take a walk by the old school Nothing has changed, it's still the same I've got nothing to say but it's okay
 Good morning, good morning Good morning   People running round, it's five o'clock Everywhere in town it's getting dark Everyone you see is full of life It's time for tea and Meet the Wife  Somebody needs to know the time, glad that I'm here Watching the skirts, you start to flirt, now you're in gear Go to a show, you hope she goes I've got nothing to say, but it's okay  Good morning, good morning Good...  Good morning, good morning, good Good morning, good morning, good Good morning, good morning, good Good morning, good morning, good
Guten Morgen, guten Morgen, gut Guten Morgen, guten Morgen, gut Guten Morgen, guten Morgen, gut Guten Morgen, guten Morgen, gut (Ja! Ja!) Guten Morgen, guten Morgen, gut (Ja!) Guten Morgen, guten Morgen, gut (Gewözei teuer) Guten Morgen, guten Morgen, good morning"
"Good Morning, Good Morning (2017 Remix)",The Beatles,586,"{'year': 2017, 'month': 5, 'day': 26}",Sgt. Pepper’s Lonely Hearts Club Band (Super Deluxe Edition)," Good morning, good morning Good morning, good morning Good morning  Nothing to do to save his life, call his wife in Nothing to say but what a day, how's your boy been? Nothing to do, it's up to you I've got nothing to say but it's OK Good morning, good morning Good morning  Going to work, don't want to go, feeling low down Heading for home, you start to roam, then you're in town Everybody knows there's nothing doing Everything is closed, it's like a ruin Everyone you see is half asleep And you're on your own, you're in the street  After a while you start to smile, now you feel cool Then you decide to take a walk by the old school Nothing has changed, it's still the same I've got nothing to say but it's OK Good morning, good morning Good morning
 People running round, it's five o'clock Everywhere in town it's getting dark Everyone you see is full of life It's time for tea and Meet The Wife  Somebody needs to know the time, glad that I'm here Watching the skirts, you start to flirt, now you're in gear Go to a show, you hope she goes I've got nothing to say, but it's OK Good morning, good morning Good...  Good morning, good morning Good Good morning, good morning Good Good morning, good morning Good Good morning, good morning Good Good morning, good morning Good Good morning, good morning Good Good morning, good morning Good Good morning, good morning Good"
Good Night,The Beatles,586,"{'year': 1968, 'month': 11, 'day': 22}",The Beatles (White Album)," Now it's time to say good night Good night, sleep tight Now the sun turns out his light Good night, sleep tight  Dream sweet dreams for me (Dream sweet) Dream sweet dreams for you (Dream sweet dreams)  Close your eyes and I'll close mine Good night, sleep tight Now the moon begins to shine Good night, sleep tight  Dream sweet dreams for me (Dream sweet) Dream sweet dreams for you (Dream sweet dreams)  Mmm  Close your eyes and I'll close mine Good night, sleep tight Now the sun turns out his light Good night, sleep tight
 Dream sweet dreams for me (Dream sweet) Dream sweet dreams for you (Dream sweet dreams)  Good night Good night, everybody Everybody, everywhere Good night"
Got to Get You into My Life,The Beatles,586,"{'year': 1966, 'month': 8, 'day': 5}",Revolver," I was alone, I took a ride I didn't know what I would find there Another road where maybe I Could see another kind of mind there Ooh, then I suddenly see you Ooh, did I tell you I need you Every single day of my life?  You didn't run, you didn't lie You knew I wanted just to hold you And had you gone, you knew in time We'd meet again, for I had told you Ooh, you were meant to be near me Ooh, and I want you to hear me Say we'll be together every day  Got to get you into my life  What can I do, what can I be? When I'm with you I want to stay there If I'm true, I'll never leave And if I do, I know the way there Ooh, then I suddenly see you Ooh, did I tell you I need you Every single day of my life?
 Got to get you into my life   I've got to get you into my life  I was alone, I took a ride I didn't know what I would find there Another road where maybe I Could see another kind of mind there And suddenly I see you Did I tell you I need you? Every single day of my life?"
"Hallelujah, I Love Her So",The Beatles,586,"{'year': 1995, 'month': 11, 'day': 20}",Anthology 1," Let me tell you about a girl I know She's my baby, and I love her so And every morning when the sun comes up She brings me coffee in my favorite cup That's why I know, yes I know Hallelujah, I love her so  When I call her on the telephone She says, ""Baby, I'm all alone"" Before the time I count from one to four She'll be knocking on my door  Every evening when the sun goes down And there ain't nobody else around She kisses me and then she holds me tight ""Hey baby, everything's alright"" That's why I know, yes I know Hallelujah, I love her so Hallelujah, I love her so Hallelujah, I just love that chick so"
Happiness is a Warm Gun,The Beatles,586,"{'year': 1968, 'month': 11, 'day': 22}",The Beatles (White Album),"  She's not a girl who misses much Do do do do do do, oh yeah She's well-acquainted with the touch of the velvet hand Like a lizard on a window pane The man in the crowd with the multicoloured mirrors On his hobnail boots Lying with his eyes while his hands are busy Working overtime A soap impression of his wife which he ate And donated to the National Trust    ( Down ) I need a fix 'cause I'm going down Down to the bits that I left uptown I need a fix 'cause I'm going down  Mother Superior jumped the gun Mother Superior jumped the gun Mother Superior jumped the gun Mother Superior jumped the gun Mother Superior jumped the gun Mother Superior jumped the gun
  Happiness is a warm gun (Bang, bang, shoot, shoot) Happiness is a warm gun, mama (Bang, bang, shoot, shoot)  When I hold you in my arms (Ooh, oh, yeah) And I feel my finger on your trigger (Ooh, oh, yeah) I know nobody can do me no harm (Ooh, oh, yeah) Because  (Happiness) Is a warm gun, mama (Bang, bang, shoot, shoot) Happiness is a warm gun, yes, it is (Bang, bang, shoot, shoot) Happiness is a warm, yes, it is, gun (Happiness, bang, bang, shoot, shoot) Well, don't you know that happiness is a warm gun, mama? (Is a warm gun, yeah)"
Happy Birthday Saturday Club,The Beatles,586,"{'year': 1963, 'month': 1, 'day': 1}",,Happy birthday to you Happy birthday to you Happy birthday Dear Saturday Club Happy birthday to you Oh yeah! Happy birthday to you Happy birthday to you Happy birthday Dear Saturday Club Happy birthday to you
Have A Banana!,The Beatles,586,"{'year': 1994, 'month': 11, 'day': 30}",Live At The BBC. Disk 2,"  Is that it? Is that the end?  Yeah, yeah, that's it  Fade, fade!  Good track Oh, well, we'll stop there, stop there, stop there   What an end!  Quiet! All right, George  Fade!  Hold it!  Oh, thank you  Fade, you silly   Well, we did We did that Oh, no! No! We've done that bit!  The train comes in now  We did that  Yeah   To prove we weren't playing the record, then, you see 'Cause, otherwise, there's no point in you being here, is there? Ha, ha, ha!  Yeah, we did that, 'cause it sounds just like it, don't it?  Pretty cool lot of fellows, aren't you? Here, Ringo, have a banana, catch!"
"Hello, Goodbye",The Beatles,586,"{'year': 1967, 'month': 11, 'day': 24}",Magical Mystery Tour," You say yes, I say no You say stop and I say go go go Ooh no  You say goodbye and I say hello Hello, hello I don't know why you say goodbye, I say hello Hello, hello I don't know why you say goodbye, I say hello  I say high, you say low You say why and I say I don't know Oh no  You say goodbye and I say hello (Hello, goodbye, hello, goodbye) Hello, hello (Hello, goodbye) I don't know why you say goodbye, I say hello (Hello, goodbye, hello, goodbye) Hello, hello (Hello, goodbye) I don't know why you say goodbye, I say hello (Hello, goodbye)  Why why why why why why do you say goodbye? Goodbye, bye bye bye bye Oh no
 You say goodbye and I say hello Hello, hello I don't know why you say goodbye, I say hello Hello, hello I don't know why you say goodbye, I say hello  You say yes (I say yes) I say no (But I may mean no) You say stop (I can stay) And I say go go go ('Till it's time to go) Oh, oh no  You say goodbye and I say hello Hello, hello I don't know why you say goodbye, I say hello Hello, hello I don't know why you say goodbye, I say hello Hello, hello I don't know why you say goodbye, I say hello, oh, oh Hello  Hela, heba helloa Hela, heba helloa, cha cha cha Hela, heba helloa, woo! Hela, heba helloa, hela! Hela, heba helloa, cha cha cha Hela, heba helloa, woo-hoo! Hela, heba helloa, cha cha cha Hela, heba helloa, cha cha cha"
Hello Little Girl,The Beatles,586,"{'year': 1995, 'month': 11, 'day': 20}",Anthology 1," Hello little girl Hello little girl Hello little girl  When I see you everyday I say, ""Mm mm hello little girl"" When you're passing on your way I say, ""Mm mm hello little girl"" When I see you passing by I cry, ""Mm mm hello little girl"" When I try to catch your eye I cry, ""Mm mm hello little girl""  I send you flowers but you don't care You never seem to see me standing there I often wonder what you're thinking of I hope it's me and love love love So I hope there'll come a day When you'll say, ""Mm you're my little girl""  It's not the first time that it's happened to me It's been a long lonely time And it's funny funny to see that I'm about to lose my mind mind mind
 So I hope there'll come a day When you say, ""Mm mm You're my little girl, mm mm mm You're my little girl, mm mm mm"" You're my little girl, oh yeah You're my little girl  Do do do do do"
Help!,The Beatles,586,"{'year': 1965, 'month': 7, 'day': 23}",Help!," ( Help ) I need somebody ( Help ) Not just anybody ( Help ) You know I need someone ( Help! )  When I was younger so much younger than today I never needed anybody's help in any way But now these days are gone, I'm not so self assured Now I find I've changed my mind and opened up the doors  Help me if you can, I'm feeling down And I do appreciate you being 'round Help me get my feet back on the ground Won't you please, please help me?  And now my life has changed in oh so many ways My independence seems to vanish in the haze But every now and then I feel so insecure I know that I just need you like I've never done before  Help me if you can, I'm feeling down And I do appreciate you being 'round Help me get my feet back on the ground Won't you please, please help me?
 When I was younger, so much younger than today I never needed anybody's help in any way But now these days are gone, I'm not so self assured Now I find I've changed my mind and opened up the doors  Help me if you can, I'm feeling down And I do appreciate you being 'round Help me get my feet back on the ground Won't you please, please help me?  Help me! Help me, ooh"
Helter Skelter,The Beatles,586,"{'year': 1968, 'month': 11, 'day': 22}",The Beatles (White Album)," When I get to the bottom, I go back to the top of the slide Where I stop, and I turn, and I go for a ride 'Till I get to the bottom, and I see you again Yeah, yeah, yeah!  Well, do you, don't you want me to love you? I'm coming down fast, but I'm miles above you (Aaaaah) Tell me, tell me, tell me, come on, tell me the answer (Aaaaaaaaah) Well, you may be a lover, but you ain't no dancer (Dancer-dancer-dancer-dancer-dancer-dancer-dancer-dancer-dancer-dancer)  Now, Helter-skelter Helter-skelter Helter-skelter Yeah Woo  Oh, will you, won't you want me to make you? (Aaaah) I'm coming down fast, but don't let me break you (Aaaaaaaaah) Tell me, tell me, tell me the answer You may be a lover, but you ain't no dancer (Dancer-dancer-dancer-dancer-dancer-dancer-dancer-dancer-dancer-dancer)  Look out Helter-skelter Helter-skelter Helter-skelter Ooh Look out 'Cause here she comes
 (Aaaaaaaaah) When I get to the bottom, I go back to the top of the slide And I stop, and I turn, and I go for a ride And I get to the bottom, and I see you again Yeah, yeah, yeah  Well, do you, don't you want me to make you? (Aaaah) I'm coming down fast, but don't let me break you (Aaaaaaaaah) Tell me, tell me, tell me your answer You may be a lover, but you ain't no dancer (Dancer-dancer-dancer-dancer-dancer-dancer-dancer-dancer-dancer-dancer)  Look out Helter-skelter Helter-skelter Helter-skelter  Well look out, helter-skelter She's coming down fast Yes, she is Yes, she is Coming down fast Oh, yeah, Helter Skelter Woo
  I got blisters on my fingers"
Here Comes the Sun,The Beatles,586,"{'year': 1969, 'month': 9, 'day': 26}",Abbey Road," Here comes the sun (Doo-d-doo-doo) Here comes the sun And I say, ""It's alright""  Little darling It’s been a long, cold, lonely winter Little darling It feels like years since it's been here  Here comes the sun (Doo-d-doo-doo) Here comes the sun And I say, ""It's alright""  Little darling The smile's returning to the faces Little darling It seems like years since it's been here  Here comes the sun Here comes the sun And I say, ""It's alright""
 Sun, sun, sun, here it comes Sun, sun, sun, here it comes Sun, sun, sun, here it comes Sun, sun, sun, here it comes Sun, sun, sun, here it comes  Little darling I feel that ice is slowly melting Little darling It seems like years since it's been clear  Here comes the sun (Doo-d-doo-doo) Here comes the sun And I say, ""It's alright"" Here comes the sun (Doo-d-doo-doo) Here comes the sun It's alright It's alright"
Here Come’s the Sun (Take 9),The Beatles,586,"{'year': 2019, 'month': 9, 'day': 27}",Abbey Road (Super Deluxe Edition)," Here comes the sun, doo-dun doo-doo Here comes the sun, and I say It's all right  Little darling, it's been a long cold lonely winter Little darling, it seems like years since it's been here  Here comes the sun, doo-dun doo-doo Here comes the sun, and I say It's all right  Little darling, the smile's returning to their faces Little darling, it feels like years since it's been here  Here comes the sun Here comes the sun, and I say It's all right  Little darling, I feel that ice is slowly melting Little darling, it seems like years since it's been clear
 Here comes the sun, doo-dun doo-doo Here comes the sun, and I say It's all right  Here comes the sun, doo-dun doo-doo Here comes the sun, I say It's all right"
Here Comes the Sun/The Inner Light (LOVE Version),The Beatles,586,"{'year': 2006, 'month': 11, 'day': 20}",Love," Sun, sun, sun, Sun, sun, sun Aaaaaahhhhooooohh Sun, sun, sun, Sun, sun, sun Aaaaaahhhhooooohh  Here comes the sun, doo-dun doo-doo Here comes the sun, and I say It's all right  Little darling, it's been a long cold lonely winter Little darling, it feels like years since it's been here  Here comes the sun, doo-dun doo-doo Here comes the sun, and I say It's all right  Little darling, the smile's returning to their faces Little darling, it seems like years since it's been here  Here comes the sun Here comes the sun, and I say It's all right
 Sun, sun, sun, here it comes Sun, sun, sun, here it comes Sun, sun, sun, here it comes Sun, sun, sun, here it comes Sun, sun, sun, here it comes  Little darling, I feel that ice is slowly melting Little darling, it seems like years since it's been clear  Here comes the sun, doo-dun doo-doo Here comes the sun, and I say It's all right  Here comes the sun, doo-dun doo-doo Here comes the sun It's all right It's all right  Ooooooooohhhhhhaaaaahhhhhhhh Ooooooooohhhhhhaaaaahhhhhhhh Aaaaaaaaaahhhhhh"
"Here, There and Everywhere",The Beatles,586,"{'year': 1966, 'month': 8, 'day': 5}",Revolver," To lead a better life, I need my love to be here  Here, making each day of the year Changing my life with a wave of her hand Nobody can deny that there's something there  There, running my hands through her hair Both of us thinking how good it can be Someone is speaking, but she doesn't know he's there  I want her everywhere And if she's beside me, I know I need never care But to love her is to need her—  Everywhere, knowing that love is to share Each one believing that love never dies Watching her eyes and hoping I'm always there  I want her everywhere And if she's beside me, I know I need never care But to love her is to need her—
 Everywhere, knowing that love is to share Each one believing that love never dies Watching her eyes and hoping I'm always there  I will be there and everywhere Here, there and everywhere"
Her Majesty,The Beatles,586,"{'year': 1969, 'month': 9, 'day': 26}",Abbey Road," Her Majesty's a pretty nice girl, but she doesn't have a lot to say Her Majesty's a pretty nice girl, but she changes from day to day I wanna tell her that I love her a lot, , but I gotta get a belly full of wine Her Majesty's a pretty nice girl , someday, I'm gonna make her mine Oh yeah, someday I'm gonna make her mine"
Hey Bulldog,The Beatles,586,"{'year': 1969, 'month': 1, 'day': 13}",Yellow Submarine," Sheepdog Standing in the rain Bullfrog Doing it again Some kind of happiness is measured out in miles What makes you think you're something special when you smile?  Child-like No one understands Jack knife In your sweaty hands Some kind of innocence is measured out in years You don't know what it's like to listen to your fears  You can talk to me You can talk to me You can talk to me If you're lonely you can talk to me   Big man ( Yeah? ) Walking in the park Wigwam Frightened of the dark Some kind of solitude is measured out in you You think you know me but you haven't got a clue
 You can talk to me You can talk to me You can talk to me If you're lonely you can talk to me  Wahoo woof! Woof! Hey bulldog! Hey bulldog! Hey bulldog! Hey bulldog!  Hey man, what's that boy? Woof! What do you say? I said ""woof!"" You know anymore? Wooaah ha ha ha! You've got it, that's it, you had it! That's it, man, woo! That's it! You've got it! Don't look at me man, I only have ten children Ah ho! Ha ha ha ha ha ha! Quiet boy, quiet! Okay Quiet!
 Hey bulldog! Hey bulldog!"
Hey Jude,The Beatles,586,"{'year': 1968, 'month': 8, 'day': 26}",Hey Jude," Hey, Jude, don't make it bad Take a sad song and make it better Remember to let her into your heart Then you can start to make it better  Hey, Jude, don't be afraid You were made to go out and get her The minute you let her under your skin Then you begin to make it better  And anytime you feel the pain, hey, Jude, refrain Don't carry the world upon your shoulders For well you know that it's a fool who plays it cool By making his world a little colder Na-na-na-na-na, na-na-na-na  Hey, Jude, don't let me down You have found her, now go and get her (Let it out and let it in) Remember (Hey, Jude) to let her into your heart Then you can start to make it better
 So let it out and let it in, hey, Jude, begin You're waiting for someone to perform with And don't you know that it's just you, hey, Jude, you'll do The movement you need is on your shoulder Na-na-na-na-na, na-na-na-na, yeah  Hey, Jude, don't make it bad Take a sad song and make it better Remember to let her under your skin Then you'll begin to make it ( Woah, fucking hell! ) Better, better, better, better, better, better , oh  Yeah, yeah-yeah-yeah-yeah-yeah-yeah Na-na-na-na-na-na-na, na-na-na-na, hey, Jude Na-na-na-na-na-na-na, na-na-na-na, hey, Jude Na-na-na-na-na-na-na, na-na-na-na, hey, Jude Na-na-na-na-na-na-na, na-na-na-na, hey, Jude (Jude, Judy, Judy, Judy, Judy, Judy, ow-wow) Na-na-na-na-na-na-na (Na-na-na), na-na-na-na, hey, Jude (Jude, Jude, Jude, Jude, Jude) Na-na-na-na-na-na-na (Yeah, yeah, yeah), na-na-na-na, hey, Jude (You know you can make, Jude, Jude, you're not gonna break it) Na-na (Don't make it bad, Jude) na-na-na-na-na (Take a sad song and make it better), na-na-na-na, hey, Jude Hey, Jude, hey, Jude wow Na-na-na-na-na-na-na, na-na-na-na, hey, Jude Na-na-na-na-na-na-na, na-na-na-na, hey, Jude Jude, Jude, Jude, Jude, Jude, Jude Na-na-na-na-na-na-na, na-na-na-na, hey, Jude Na-na-na-na-na-na-na, na-na-na-na, hey, Jude (Na-na-na-na-na-na-na-na-na-na-na-na) Na-na-na-na-na-na-na, na-na-na-na, hey, Jude Na-na-na-na-na-na-na, na-na-na-na, hey, Jude Na-na-na-na-na-na-na (Make it, Jude), na-na-na-na, hey, Jude (Yeah-yeah-yeah-yeah, yeah, yeah, yeah) Na-na-na-na-na-na-na, na-na-na-na, hey, Jude (Go listen to ya ma-ma-ma-ma-ma-ma-ma-ma) Na-na-na-na-na-na-na, na-na-na-na, hey, Jude Na-na-na-na-na-na-na, na-na-na-na, hey, Jude"
Hippy Hippy Shake,The Beatles,586,"{'year': 1963, 'month': 2, 'day': 10}",Live At The BBC. Disk 2," For goodness sake I got the hippy hippy shake I've got to shake Who the hippy hippy shake  Who I can't keep still With the hippy hippy shake I get my fill With the hippy hippy shake Ooh my baby Oh the hippy hippy shake  Well now you shake it to the left Shake it to the right Do the hippy shake shake With all of you might  Then you shake Who yes you shake Ooh my baby Ow the hippy hippy shake Aah! Ow!
 Ow yeah! Ow!   Then you shake Who yes you shake Ooh my baby Who the hippy hippy shake Ow the hippy hippy shake Yea the hippy hippy shake oh yeah"
Historical Notes,The Beatles,586,,,"The group's ninth album in the UK was called simply The Beatles but quickly became better known as 'The White Album'. The double-LP was issued on the fifth anniversary of the release of their second album With The Beatles - 22nd November, 1968. The Beatles released 34 new tracks in 1968 - returning to the high level of productivity they had maintained from 1963 to 1965. The first music of the year came in March with the arrival of their seventeenth single 'Lady Madonna'. Soon after it was recorded, the Beatles flew to Rishikesh, India for several weeks of mediation with Maharishi Mahesh Yogi and they enjoyed a prolific period of song writing at this remote location. They began recording these new songs at Abbey Road on 30th May and studio work occupied most of their time until the final session on 16th October. Two songs from this period were released as a single on 30th August, 1968 - 'Hey Jude' and 'Revolution'. It was the first Beatles record to be pressed with the Apple label and the Parlophone imprint was also replaced for the two LP discs comprising The Beatles . Any expectations of a cover to rival the vivid art work of Sgt. Pepper of Magical Mystery tour were immediately overturned. The outside of the sleeve was completely white was the only lettering consisting of 'The Beatles' embossed on the front and also printed on the spine with the catalogue number. Early copies also had an individual number stamped on the front. However, in contrast to the minimalistic look, some generous inserts were slipped alongside the records. There were four glossy color photographs of the individual Beatles and a large fold out poster displaying a photo collage on one side and lyrics on the other. Despite being an expensive double album, The Beatles was a huge seller. It entered the UK chart at number one and remained there for a total of eight of the 22 weeks it was listed. In the USA, it topped the charts of nine weeks and stayed in the album chart for an initial run of 65 weeks. As with Sgt. Pepper , no singles were released from 'The White Album' in the UK and USA during the sixties. Amid the sessions for The Beatles , the animated film Yellow Submarine was given it's UK premier on 17th July. The soundtrack LP featured four new Beatles songs and was in the shops eight weeks after the release of The Beatles ."
Hold Me Tight,The Beatles,586,"{'year': 1963, 'month': 11, 'day': 22}",With the Beatles," It feels so right now, hold me tight Tell me I'm the only one, and then I might Never be the lonely one So hold (Hold), me tight (Me tight) Tonight (Tonight), tonight (Tonight) It's you, you, you, you  Hold me tight Let me go on loving you Tonight, tonight Making love to only you So hold (Hold), me tight (Me tight) Tonight (Tonight), tonight (Tonight) It's you, you, you, you  You don't know What it means to hold you tight Being here alone tonight with you It feels so right  Now, hold me tight Tell me I'm the only one And then I might Never be the lonely one So hold (Hold), me tight (Me tight) Tonight (Tonight), tonight (Tonight) It's you, you, you
 You don't know What it means to hold you tight Being here alone tonight with you It feels so right  Now, hold me tight Let me go on loving you Tonight, tonight Making love to only you So hold (Hold), me tight (Me tight) Tonight (Tonight), tonight (Tonight) It's you, you, you, you, ooh-ooh, ooh-ooh Oo-ooh, ooh-ooh You, ooh-ooh"
Honey Don’t,The Beatles,586,"{'year': 1964, 'month': 12, 'day': 4}",Beatles for Sale," Well, how come you say you will when you won't? Say you do, baby, when you don't? Let me know, honey, how you feel Tell the truth now, is love real?  But, ah, ah, well, honey, don't Well, honey, don't, honey, don't Honey, don't, honey, don't I say you will when you won't, ah, ah, honey, don't  Well, I love you, baby, and you ought to know I like the way that you wear your clothes Everything about you is so doggone sweet You got that sand all over your feet  But, ah, ah, well, honey, don't Honey, don't, honey, don't Honey, don't, honey, don't I say you will when you won't, ah, ah, honey, don't Ah, rock on, George, one time for me!  I feel fine Mmm-hmm I said
 Well, sometimes I love you on a Saturday night Sunday morning you don't look right You've been out paintin' the town Ah, ah, baby, been stepping around  But, ah, ah, well, honey, don't I said, honey, don't, honey, don't Honey, don't, honey, don't I say you will when you won't, ah, ah, honey, don't Ah, rock on, George, for Ringo, one time  (Woo!)  Well, honey, don't, well, honey, don't A-little, little honey, don't I say you will when you won't, ah, ah, honey, don't"
Honey Pie,The Beatles,586,"{'year': 1968, 'month': 11, 'day': 22}",The Beatles (White Album)," She was a working girl North of England way Now she's hit the big time in the U.S.A.​ And if she could only hear me, this is what I'd say  Honey Pie, you are making me crazy I'm in love, but I'm lazy So, won't you please come home?  Oh, honey pie, my position is tragic Come and show me the magic Of your Hollywood song  You became a legend of the silver screen And now the thought of meeting you Makes me weak in the knee  Oh, Honey Pie, you are driving me frantic Sail across the Atlantic To be where you belong Honey pie, come back to me
 Ooh, yeah I like it like that, oh ah  I like this kind of hot kind of music Hot kind of music Play it to me, play it to me, Hollywood blues  Will the wind that blew her boat across the sea Kindly send her sailing back to me? Tee, tee, tee  Now, Honey Pie, you are making me crazy I'm in love but I'm lazy So, won't you please come home? Come, come back to me, Honey Pie  Ooh, oh Oh oh oh oh oh oh oh Honey Pie, Honey Pie"
"How About It, Gorgeous?",The Beatles,586,"{'year': 1963, 'month': 7, 'day': 30}",On Air – Live At The BBC Volume 2,"""Now George always gets his fair share at west cards, but this one is really funny, would you read it out George?"" ""It says, do you like the flowerpot man? And I think"
How Beatlemania Began,The Beatles,586,"{'year': 1964, 'month': 11, 'day': 23}",The Beatles’ Story,"It started in Liverpool, England; A sound, a feeling, an emotion It started in Liverpool, England and swept up the youth of the world And when adults speaking in many foreign languages looked on in awe Four young boys from a poor British seaport slumtown Their hairstyle a harmless defiance of convention, their musical style brash Earned renown which they had never dreamed of and perhaps never really wanted The Beatles had even picked a name which defied and challenged acceptance Their very success, ironically, seems to defeat their ""I-don't-care"" philosophy But through it all, confused at times, perhaps a little frightened at times, they've clinged to their identity and grown closer to one another From such romantic sounding, but dank appearing Liverpool clubs as The Cavern or Iron Door, where the smell of sea water mixes with the odor of ciggies, now come the sound-alikes, the singing and screaming junior auxiliaries of Britain's storied angry men But always upfront: George, Paul, John, and Ringo; a quartet of musical rebellion, who make no effort to charm, but strangely enough, by that very act, charm their most severe critics. And, like pied pipers, their fans are legion, but their cultist reaction a phenomenon"
How Do You Do It?,The Beatles,586,"{'year': 1995, 'month': 11, 'day': 20}",Anthology 1," How do you do what you do to me? I wish I knew If I knew how you do it to me I'd do it to you  How do you do what you do to me? I'm feeling blue Wish I knew how you do it to me But I haven't a clue  You give me a feeling in my heart, ooh-la-la Like an arrow passing through it I suppose that you think you're very smart But won't you tell me how do you do it?  How do you do what you do to me? I wish I knew If I knew how you do it to me I'd do it to you  You give me a feeling in my heart, ooh-la-la Like an arrow passing through it I suppose that you think you're very smart But won't you tell me how do you do it?
 How do you do what you do to me? I wish I knew Wish I knew how you do it to me But I haven't a clue Wish I knew how you do it to me I'd do it to you Wish I knew how you do it to me I'd do it to you"
